,County Code,District Code,School Code,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
9034,23,4830,60,Math,Exceeded,0,1,0
9035,23,4860,55,ELA,Did Not Yet Meet,0,1,1
9036,23,4860,55,ELA,Partially Met,3,5,3
9037,23,4860,55,ELA,Approached,7,7,9
9038,23,4860,55,ELA,Met,13,11,26
9039,23,4860,55,ELA,Exceeded,2,2,9
9040,23,4860,55,Math,Did Not Yet Meet,0,1,1
9041,23,4860,55,Math,Partially Met,3,4,5
9042,23,4860,55,Math,Approached,9,9,7
9043,23,4860,55,Math,Met,11,18,12
9044,23,4860,55,Math,Exceeded,7,7,5
9045,23,4860,60,ELA,Did Not Yet Meet,0,0,1
9046,23,4860,60,ELA,Partially Met,3,3,3
9047,23,4860,60,ELA,Approached,4,5,9
9048,23,4860,60,ELA,Met,13,11,19
9049,23,4860,60,ELA,Exceeded,7,11,10
9050,23,4860,60,Math,Did Not Yet Meet,0,1,1
9051,23,4860,60,Math,Partially Met,2,4,1
9052,23,4860,60,Math,Approached,7,7,5
9053,23,4860,60,Math,Met,16,23,17
9054,23,4860,60,Math,Exceeded,7,6,4
9055,23,4860,70,ELA,Did Not Yet Meet,2,2,3
9056,23,4860,70,ELA,Partially Met,5,2,5
9057,23,4860,70,ELA,Approached,5,2,14
9058,23,4860,70,ELA,Met,13,5,20
9059,23,4860,70,ELA,Exceeded,5,6,8
9060,23,4860,70,Math,Did Not Yet Meet,0,2,1
9061,23,4860,70,Math,Partially Met,4,4,5
9062,23,4860,70,Math,Approached,7,5,10
9063,23,4860,70,Math,Met,19,15,15
9064,23,4860,70,Math,Exceeded,0,9,6
9065,23,4860,75,ELA,Did Not Yet Meet,2,1,0
9066,23,4860,75,ELA,Partially Met,3,2,2
9067,23,4860,75,ELA,Approached,8,5,4
9068,23,4860,75,ELA,Met,15,14,14
9069,23,4860,75,ELA,Exceeded,11,11,8
9070,23,4860,75,Math,Did Not Yet Meet,1,0,2
9071,23,4860,75,Math,Partially Met,5,5,3
9072,23,4860,75,Math,Approached,10,8,10
9073,23,4860,75,Math,Met,13,18,15
9074,23,4860,75,Math,Exceeded,4,3,3
9075,23,4860,85,ELA,Did Not Yet Meet,1,1,1
9076,23,4860,85,ELA,Partially Met,2,2,5
9077,23,4860,85,ELA,Approached,3,4,8
9078,23,4860,85,ELA,Met,12,18,30
9079,23,4860,85,ELA,Exceeded,4,6,5
9080,23,4860,85,Math,Did Not Yet Meet,0,1,0
9081,23,4860,85,Math,Partially Met,3,2,3
9082,23,4860,85,Math,Approached,3,8,9
9083,23,4860,85,Math,Met,12,20,19
9084,23,4860,85,Math,Exceeded,5,7,7
9085,23,4860,95,ELA,Did Not Yet Meet,1,3,7
9086,23,4860,95,ELA,Partially Met,4,5,4
9087,23,4860,95,ELA,Approached,6,4,10
9088,23,4860,95,ELA,Met,9,17,20
9089,23,4860,95,ELA,Exceeded,5,3,3
9090,23,4860,95,Math,Did Not Yet Meet,1,2,2
9091,23,4860,95,Math,Partially Met,4,6,4
9092,23,4860,95,Math,Approached,5,13,5
9093,23,4860,95,Math,Met,6,13,19
9094,23,4860,95,Math,Exceeded,10,4,5
9095,23,4860,100,ELA,Did Not Yet Meet,0,1,1
9096,23,4860,100,ELA,Partially Met,4,2,3
9097,23,4860,100,ELA,Approached,8,7,10
9098,23,4860,100,ELA,Met,15,16,17
9099,23,4860,100,ELA,Exceeded,7,4,5
9100,23,4860,100,Math,Did Not Yet Meet,0,1,0
9101,23,4860,100,Math,Partially Met,4,2,3
9102,23,4860,100,Math,Approached,7,6,7
9103,23,4860,100,Math,Met,20,18,14
9104,23,4860,100,Math,Exceeded,6,7,6
9105,23,4860,110,ELA,Did Not Yet Meet,1,1,0
9106,23,4860,110,ELA,Partially Met,1,2,1
9107,23,4860,110,ELA,Approached,2,2,7
9108,23,4860,110,ELA,Met,14,18,25
9109,23,4860,110,ELA,Exceeded,6,11,10
9110,23,4860,110,Math,Partially Met,0,2,2
9111,23,4860,110,Math,Approached,1,4,5
9112,23,4860,110,Math,Met,18,15,21
9113,23,4860,110,Math,Exceeded,7,9,18
9114,23,4860,150,ELA,Did Not Yet Meet,1,1,1
9115,23,4860,150,ELA,Partially Met,3,2,2
9116,23,4860,150,ELA,Approached,6,4,7
9117,23,4860,150,ELA,Met,12,14,18
9118,23,4860,150,ELA,Exceeded,8,10,13
9119,23,4860,150,Math,Did Not Yet Meet,1,1,0
9120,23,4860,150,Math,Partially Met,4,5,4
9121,23,4860,150,Math,Approached,4,7,11
9122,23,4860,150,Math,Met,10,16,21
9123,23,4860,150,Math,Exceeded,6,6,4
9124,23,4910,53,ELA,Did Not Yet Meet,2,2,3
9125,23,4910,53,ELA,Partially Met,2,4,4
9126,23,4910,53,ELA,Approached,6,8,13
9127,23,4910,53,ELA,Met,10,14,18
9128,23,4910,53,ELA,Exceeded,7,5,4
9129,23,4910,55,ELA,Did Not Yet Meet,0,0,7
9130,23,4910,55,ELA,Partially Met,2,0,2
9131,23,4910,55,ELA,Approached,9,7,7
9132,23,4910,55,ELA,Met,2,36,24
9133,23,4910,55,ELA,Exceeded,0,4,0
9134,23,4910,55,Math,Did Not Yet Meet,0,0,2
9135,23,4910,55,Math,Partially Met,2,2,12
9136,23,4910,55,Math,Approached,2,12,9
9137,23,4910,55,Math,Met,7,9,35
9138,23,4910,55,Math,Exceeded,0,0,7
9139,23,4910,58,ELA,Did Not Yet Meet,2,3,3
9140,23,4910,58,ELA,Partially Met,2,3,6
9141,23,4910,58,ELA,Approached,11,12,8
9142,23,4910,58,ELA,Met,17,18,14
9143,23,4910,58,ELA,Exceeded,0,0,2
9144,23,4910,58,Math,Partially Met,0,3,8
9145,23,4910,58,Math,Approached,3,8,40
9146,23,4910,58,Math,Met,3,8,28
9147,23,4910,60,ELA,Did Not Yet Meet,3,0,0
9148,23,4910,60,ELA,Partially Met,3,3,0
9149,23,4910,60,ELA,Approached,16,5,3
9150,23,4910,60,ELA,Met,46,16,0
9151,23,4910,60,ELA,Exceeded,5,0,0
9152,23,4910,60,Math,Partially Met,0,3,3
9153,23,4910,60,Math,Approached,11,16,5
9154,23,4910,60,Math,Met,22,24,11
9155,23,4910,60,Math,Exceeded,3,3,0
9156,23,4910,70,ELA,Did Not Yet Meet,2,2,1
9157,23,4910,70,ELA,Partially Met,7,5,4
9158,23,4910,70,ELA,Approached,12,13,13
9159,23,4910,70,ELA,Met,7,11,22
9160,23,4910,70,ELA,Exceeded,0,0,1
9161,23,4910,70,Math,Did Not Yet Meet,0,1,0
9162,23,4910,70,Math,Partially Met,10,7,5
9163,23,4910,70,Math,Approached,16,13,5
9164,23,4910,70,Math,Met,17,11,7
9165,23,4910,70,Math,Exceeded,1,3,3
9166,23,4910,80,ELA,Did Not Yet Meet,1,0,3
9167,23,4910,80,ELA,Partially Met,9,7,6
9168,23,4910,80,ELA,Approached,1,10,12
9169,23,4910,80,ELA,Met,16,15,15
9170,23,4910,80,ELA,Exceeded,1,0,1
9171,23,4910,80,Math,Did Not Yet Meet,0,0,5
9172,23,4910,80,Math,Partially Met,3,6,12
9173,23,4910,80,Math,Approached,3,14,20
9174,23,4910,80,Math,Met,11,8,18
9175,23,4910,80,Math,Exceeded,0,2,0
9176,23,4920,55,ELA,Did Not Yet Meet,3,3,2
9177,23,4920,55,ELA,Partially Met,7,7,2
9178,23,4920,55,ELA,Approached,13,13,8
9179,23,4920,55,ELA,Met,13,13,7
9180,23,4920,55,ELA,Exceeded,4,4,2
9181,23,4920,55,Math,Did Not Yet Meet,3,3,1
9182,23,4920,55,Math,Partially Met,9,12,13
9183,23,4920,55,Math,Approached,3,10,14
9184,23,4920,55,Math,Met,16,8,6
9185,23,4920,55,Math,Exceeded,1,1,1
9186,23,4920,65,ELA,Did Not Yet Meet,4,3,4
9187,23,4920,65,ELA,Partially Met,3,5,8
9188,23,4920,65,ELA,Approached,10,8,13
9189,23,4920,65,ELA,Met,14,13,9
9190,23,4920,65,ELA,Exceeded,2,0,2
9191,23,4920,65,Math,Did Not Yet Meet,1,2,2
9192,23,4920,65,Math,Partially Met,6,7,11
9193,23,4920,65,Math,Approached,12,13,12
9194,23,4920,65,Math,Met,10,14,7
9195,23,4920,65,Math,Exceeded,1,1,2
9196,23,4970,50,ELA,Did Not Yet Meet,1,1,2
9197,23,4970,50,ELA,Partially Met,6,4,1
9198,23,4970,50,ELA,Approached,14,6,4
9199,23,4970,50,ELA,Met,20,16,12
9200,23,4970,50,ELA,Exceeded,5,2,2
9201,23,4970,50,Math,Did Not Yet Meet,1,0,0
9202,23,4970,50,Math,Partially Met,6,3,2
9203,23,4970,50,Math,Approached,10,8,7
9204,23,4970,50,Math,Met,21,18,14
9205,23,4970,50,Math,Exceeded,2,2,3
9206,23,4970,90,ELA,Did Not Yet Meet,2,1,2
9207,23,4970,90,ELA,Partially Met,15,6,3
9208,23,4970,90,ELA,Approached,18,13,5
9209,23,4970,90,ELA,Met,14,12,5
9210,23,4970,90,ELA,Exceeded,3,1,1
9211,23,4970,90,Math,Partially Met,6,5,5
9212,23,4970,90,Math,Approached,18,11,6
9213,23,4970,90,Math,Met,24,11,12
9214,23,4970,90,Math,Exceeded,0,2,1
9215,23,5850,45,ELA,Did Not Yet Meet,9,3,1
9216,23,5850,45,ELA,Partially Met,11,3,4
9217,23,5850,45,ELA,Approached,15,7,4
9218,23,5850,45,ELA,Met,16,10,7
9219,23,5850,45,ELA,Exceeded,6,2,1
9220,23,5850,45,Math,Did Not Yet Meet,5,3,1
9221,23,5850,45,Math,Partially Met,15,7,5
9222,23,5850,45,Math,Approached,23,6,5
9223,23,5850,45,Math,Met,12,11,4
9224,23,5850,45,Math,Exceeded,0,3,1
9225,23,5850,60,ELA,Did Not Yet Meet,2,5,1
9226,23,5850,60,ELA,Partially Met,7,3,3
9227,23,5850,60,ELA,Approached,17,9,6
9228,23,5850,60,ELA,Met,22,11,5
9229,23,5850,60,ELA,Exceeded,5,2,1
9230,23,5850,60,Math,Did Not Yet Meet,1,1,0
9231,23,5850,60,Math,Partially Met,6,6,3
9232,23,5850,60,Math,Approached,13,11,8
9233,23,5850,60,Math,Met,20,13,9
9234,23,5850,60,Math,Exceeded,4,3,2
9235,23,5850,70,ELA,Did Not Yet Meet,6,2,1
9236,23,5850,70,ELA,Partially Met,10,7,1
9237,23,5850,70,ELA,Approached,20,8,4
9238,23,5850,70,ELA,Met,17,10,7
9239,23,5850,70,ELA,Exceeded,4,2,2
9240,23,5850,70,Math,Did Not Yet Meet,1,3,1
9241,23,5850,70,Math,Partially Met,10,9,5
9242,23,5850,70,Math,Approached,20,11,5
9243,23,5850,70,Math,Met,20,12,1
9244,23,5850,70,Math,Exceeded,2,1,1
9245,23,5850,80,ELA,Did Not Yet Meet,2,2,2
9246,23,5850,80,ELA,Partially Met,6,2,1
9247,23,5850,80,ELA,Approached,9,9,10
9248,23,5850,80,ELA,Met,14,12,15
9249,23,5850,80,ELA,Exceeded,3,7,6
9250,23,5850,80,Math,Did Not Yet Meet,1,2,2
9251,23,5850,80,Math,Partially Met,4,1,5
9252,23,5850,80,Math,Approached,8,7,9
9253,23,5850,80,Math,Met,14,9,20
9254,23,5850,80,Math,Exceeded,1,3,15
9255,23,5850,90,ELA,Did Not Yet Meet,4,3,1
9256,23,5850,90,ELA,Partially Met,11,7,2
9257,23,5850,90,ELA,Approached,12,8,8
9258,23,5850,90,ELA,Met,20,11,6
9259,23,5850,90,ELA,Exceeded,5,2,1
9260,23,5850,90,Math,Did Not Yet Meet,2,2,2
9261,23,5850,90,Math,Partially Met,14,7,3
9262,23,5850,90,Math,Approached,13,9,8
9263,23,5850,90,Math,Met,15,11,8
9264,23,5850,90,Math,Exceeded,2,3,2
9265,23,5850,100,ELA,Did Not Yet Meet,7,5,2
9266,23,5850,100,ELA,Partially Met,6,2,6
9267,23,5850,100,ELA,Approached,18,11,4
9268,23,5850,100,ELA,Met,16,12,7
9269,23,5850,100,ELA,Exceeded,2,0,2
9270,23,5850,100,Math,Did Not Yet Meet,1,2,2
9271,23,5850,100,Math,Partially Met,9,5,5
9272,23,5850,100,Math,Approached,13,16,6
9273,23,5850,100,Math,Met,12,13,13
9274,23,5850,100,Math,Exceeded,2,2,1
9275,23,5850,110,ELA,Did Not Yet Meet,0,3,1
9276,23,5850,110,ELA,Partially Met,2,3,5
9277,23,5850,110,ELA,Approached,13,8,5
9278,23,5850,110,ELA,Met,24,12,14
9279,23,5850,110,ELA,Exceeded,8,0,1
9280,23,5850,110,Math,Did Not Yet Meet,0,1,1
9281,23,5850,110,Math,Partially Met,0,6,10
9282,23,5850,110,Math,Approached,6,9,17
9283,23,5850,110,Math,Met,13,9,17
9284,23,5850,110,Math,Exceeded,3,0,6
9285,23,5850,120,ELA,Did Not Yet Meet,3,2,2
9286,23,5850,120,ELA,Partially Met,8,12,5
9287,23,5850,120,ELA,Approached,17,10,5
9288,23,5850,120,ELA,Met,17,12,2
9289,23,5850,120,ELA,Exceeded,2,1,0
9290,23,5850,120,Math,Did Not Yet Meet,0,1,1
9291,23,5850,120,Math,Partially Met,5,5,15
9292,23,5850,120,Math,Approached,1,10,22
9293,23,5850,120,Math,Met,5,12,20
9294,23,5850,120,Math,Exceeded,2,0,1
9295,23,5850,140,ELA,Did Not Yet Meet,3,3,3
9296,23,5850,140,ELA,Partially Met,1,8,1
9297,23,5850,140,ELA,Approached,17,10,3
9298,23,5850,140,ELA,Met,20,13,14
9299,23,5850,140,ELA,Exceeded,1,1,1
9300,23,5850,140,Math,Did Not Yet Meet,0,0,3
9301,23,5850,140,Math,Partially Met,3,7,8
9302,23,5850,140,Math,Approached,7,13,17
9303,23,5850,140,Math,Met,11,14,13
9304,23,5850,140,Math,Exceeded,0,1,3
9305,23,5850,150,ELA,Did Not Yet Meet,9,0,7
9306,23,5850,150,ELA,Partially Met,8,8,7
9307,23,5850,150,ELA,Approached,13,7,12
9308,23,5850,150,ELA,Met,17,5,8
9309,23,5850,150,Math,Did Not Yet Meet,1,1,7
9310,23,5850,150,Math,Partially Met,11,5,12
9311,23,5850,150,Math,Approached,0,7,22
9312,23,5850,150,Math,Met,3,13,17
9313,23,5850,150,Math,Exceeded,1,0,0
9314,23,5850,160,ELA,Did Not Yet Meet,1,1,5
9315,23,5850,160,ELA,Partially Met,5,5,7
9316,23,5850,160,ELA,Approached,5,7,4
9317,23,5850,160,ELA,Met,17,14,15
9318,23,5850,160,ELA,Exceeded,7,5,3
9319,23,5850,160,Math,Did Not Yet Meet,0,1,2
9320,23,5850,160,Math,Partially Met,7,2,6
9321,23,5850,160,Math,Approached,7,7,12
9322,23,5850,160,Math,Met,11,16,21
9323,23,5850,160,Math,Exceeded,1,2,6
9324,23,5850,180,ELA,Did Not Yet Meet,0,1,1
9325,23,5850,180,ELA,Partially Met,5,1,4
9326,23,5850,180,ELA,Approached,10,4,7
9327,23,5850,180,ELA,Met,18,12,15
9328,23,5850,180,ELA,Exceeded,7,9,8
9329,23,5850,180,Math,Did Not Yet Meet,0,0,1
9330,23,5850,180,Math,Partially Met,2,3,12
9331,23,5850,180,Math,Approached,4,7,8
9332,23,5850,180,Math,Met,7,11,23
9333,23,5850,180,Math,Exceeded,5,6,12
9334,23,5850,200,ELA,Did Not Yet Meet,3,3,0
9335,23,5850,200,ELA,Partially Met,3,7,4
9336,23,5850,200,ELA,Approached,13,10,8
9337,23,5850,200,ELA,Met,21,12,8
9338,23,5850,200,ELA,Exceeded,8,2,0
9339,23,5850,200,Math,Did Not Yet Meet,2,2,0
9340,23,5850,200,Math,Partially Met,8,3,7
9341,23,5850,200,Math,Approached,9,11,6
9342,23,5850,200,Math,Met,11,11,19
9343,23,5850,200,Math,Exceeded,2,4,4
9344,23,5850,210,ELA,Did Not Yet Meet,4,1,0
9345,23,5850,210,ELA,Partially Met,5,4,2
9346,23,5850,210,ELA,Approached,20,10,2
9347,23,5850,210,ELA,Met,24,20,5
9348,23,5850,210,ELA,Exceeded,2,0,1
9349,23,5850,210,Math,Did Not Yet Meet,0,4,2
9350,23,5850,210,Math,Partially Met,4,5,4
9351,23,5850,210,Math,Approached,9,13,5
9352,23,5850,210,Math,Met,16,12,15
9353,23,5850,210,Math,Exceeded,5,6,1
9354,23,5850,220,ELA,Did Not Yet Meet,0,1,0
9355,23,5850,220,ELA,Partially Met,1,7,2
9356,23,5850,220,ELA,Approached,11,5,4
9357,23,5850,220,ELA,Met,22,22,13
9358,23,5850,220,ELA,Exceeded,3,3,5
9359,23,5850,220,Math,Did Not Yet Meet,2,4,1
9360,23,5850,220,Math,Partially Met,3,7,8
9361,23,5850,220,Math,Approached,2,5,17
9362,23,5850,220,Math,Met,10,14,22
9363,23,5850,220,Math,Exceeded,1,2,0
9364,23,5850,230,ELA,Did Not Yet Meet,4,1,4
9365,23,5850,230,ELA,Partially Met,3,4,5
9366,23,5850,230,ELA,Approached,16,8,4
9367,23,5850,230,ELA,Met,20,13,9
9368,23,5850,230,ELA,Exceeded,5,2,1
9369,23,5850,230,Math,Did Not Yet Meet,1,0,0
9370,23,5850,230,Math,Partially Met,7,6,2
9371,23,5850,230,Math,Approached,10,16,4
9372,23,5850,230,Math,Met,16,15,11
9373,23,5850,230,Math,Exceeded,2,6,3
9374,23,5850,240,ELA,Did Not Yet Meet,0,0,1
9375,23,5850,240,ELA,Partially Met,9,3,6
9376,23,5850,240,ELA,Approached,12,7,9
9377,23,5850,240,ELA,Met,19,16,12
9378,23,5850,240,ELA,Exceeded,3,3,1
9379,23,5850,240,Math,Did Not Yet Meet,0,1,0
9380,23,5850,240,Math,Partially Met,3,6,6
9381,23,5850,240,Math,Approached,9,12,13
9382,23,5850,240,Math,Met,14,16,16
9383,23,5850,240,Math,Exceeded,3,0,1
9384,23,5850,260,ELA,Did Not Yet Meet,3,0,2
9385,23,5850,260,ELA,Partially Met,6,8,3
9386,23,5850,260,ELA,Approached,6,9,5
9387,23,5850,260,ELA,Met,25,12,11
9388,23,5850,260,ELA,Exceeded,3,5,3
9389,23,5850,260,Math,Did Not Yet Meet,0,2,0
9390,23,5850,260,Math,Partially Met,3,6,9
9391,23,5850,260,Math,Approached,6,3,6
9392,23,5850,260,Math,Met,20,22,11
9393,23,5850,260,Math,Exceeded,5,6,2
9394,23,5850,275,ELA,Did Not Yet Meet,3,3,3
9395,23,5850,275,ELA,Partially Met,7,9,6
9396,23,5850,275,ELA,Approached,12,11,6
9397,23,5850,275,ELA,Met,15,14,8
9398,23,5850,275,ELA,Exceeded,1,2,0
9399,23,5850,275,Math,Did Not Yet Meet,1,1,3
9400,23,5850,275,Math,Partially Met,10,11,4
9401,23,5850,275,Math,Approached,13,20,7
9402,23,5850,275,Math,Met,8,7,10
9403,23,5850,275,Math,Exceeded,1,3,1
9404,23,5850,280,ELA,Did Not Yet Meet,5,2,5
9405,23,5850,280,ELA,Partially Met,9,7,4
9406,23,5850,280,ELA,Approached,13,9,2
9407,23,5850,280,ELA,Met,25,5,5
9408,23,5850,280,ELA,Exceeded,4,3,0
9409,23,5850,280,Math,Did Not Yet Meet,8,3,3
9410,23,5850,280,Math,Partially Met,8,5,4
9411,23,5850,280,Math,Approached,9,8,7
9412,23,5850,280,Math,Met,18,13,7
9413,23,5850,280,Math,Exceeded,0,1,4
9414,23,5850,320,ELA,Did Not Yet Meet,3,5,6
9415,23,5850,320,ELA,Partially Met,5,2,9
9416,23,5850,320,ELA,Approached,5,11,8
9417,23,5850,320,ELA,Met,11,16,16
9418,23,5850,320,ELA,Exceeded,1,2,0
9419,23,5850,320,Math,Did Not Yet Meet,0,3,2
9420,23,5850,320,Math,Partially Met,4,3,9
9421,23,5850,320,Math,Approached,8,8,12
9422,23,5850,320,Math,Met,11,9,19
9423,23,5850,320,Math,Exceeded,4,4,4
9424,25,100,20,ELA,Did Not Yet Meet,9,13,9
9425,25,100,20,ELA,Partially Met,14,13,8
9426,25,100,20,ELA,Approached,16,7,1
9427,25,100,20,ELA,Met,1,4,4
9428,25,100,20,Math,Did Not Yet Meet,18,4,2
9429,25,100,20,Math,Partially Met,33,12,2
9430,25,100,20,Math,Approached,19,5,0
9431,25,100,20,Math,Met,5,0,0
9432,25,100,40,ELA,Did Not Yet Meet,19,10,6
9433,25,100,40,ELA,Partially Met,14,6,6
9434,25,100,40,ELA,Approached,20,7,6
9435,25,100,40,ELA,Met,6,1,0
9436,25,100,40,Math,Did Not Yet Meet,14,6,4
9437,25,100,40,Math,Partially Met,22,16,6
9438,25,100,40,Math,Approached,23,4,1
9439,25,100,40,Math,Met,1,0,1
9440,25,100,70,ELA,Did Not Yet Meet,14,15,10
9441,25,100,70,ELA,Partially Met,14,11,9
9442,25,100,70,ELA,Approached,8,8,4
9443,25,100,70,ELA,Met,3,4,2
9444,25,100,70,Math,Did Not Yet Meet,8,14,11
9445,25,100,70,Math,Partially Met,7,13,15
9446,25,100,70,Math,Approached,7,5,8
9447,25,100,70,Math,Met,4,4,4
9448,25,100,100,ELA,Did Not Yet Meet,22,16,9
9449,25,100,100,ELA,Partially Met,12,9,2
9450,25,100,100,ELA,Approached,17,5,2
9451,25,100,100,ELA,Met,5,1,0
9452,25,100,100,Math,Did Not Yet Meet,16,14,6
9453,25,100,100,Math,Partially Met,25,9,4
9454,25,100,100,Math,Approached,18,0,0
9455,25,100,100,Math,Met,7,0,0
9456,25,100,100,Math,Exceeded,1,0,0
9457,25,130,20,ELA,Partially Met,0,4,4
9458,25,130,20,ELA,Approached,4,4,9
9459,25,130,20,ELA,Met,20,14,28
9460,25,130,20,ELA,Exceeded,1,5,7
9461,25,130,20,Math,Did Not Yet Meet,0,0,1
9462,25,130,20,Math,Partially Met,5,4,4
9463,25,130,20,Math,Approached,9,7,13
9464,25,130,20,Math,Met,17,17,19
9465,25,130,20,Math,Exceeded,0,3,2
9466,25,180,10,ELA,Partially Met,0,0,1
9467,25,180,10,ELA,Approached,4,6,14
9468,25,180,10,ELA,Met,5,6,44
9469,25,180,10,ELA,Exceeded,5,3,11
9470,25,180,10,Math,Did Not Yet Meet,0,2,6
9471,25,180,10,Math,Partially Met,2,3,6
9472,25,180,10,Math,Approached,3,13,19
9473,25,180,10,Math,Met,6,16,21
9474,25,180,10,Math,Exceeded,0,2,2
9475,25,270,20,ELA,Did Not Yet Meet,4,2,3
9476,25,270,20,ELA,Partially Met,2,4,11
9477,25,270,20,ELA,Approached,8,9,9
9478,25,270,20,ELA,Met,8,9,18
9479,25,270,20,ELA,Exceeded,5,5,1
9480,25,270,20,Math,Did Not Yet Meet,3,1,2
9481,25,270,20,Math,Partially Met,5,11,12
9482,25,270,20,Math,Approached,9,15,12
9483,25,270,20,Math,Met,7,9,10
9484,25,270,20,Math,Exceeded,1,0,0
9485,25,500,20,ELA,Did Not Yet Meet,2,4,4
9486,25,500,20,ELA,Partially Met,7,9,11
9487,25,500,20,ELA,Approached,8,9,9
9488,25,500,20,ELA,Met,9,14,6
9489,25,500,20,ELA,Exceeded,3,3,1
9490,25,500,20,Math,Did Not Yet Meet,3,4,5
9491,25,500,20,Math,Partially Met,10,11,7
9492,25,500,20,Math,Approached,18,7,13
9493,25,500,20,Math,Met,11,10,3
9494,25,560,20,ELA,Did Not Yet Meet,0,0,0
9495,25,560,20,ELA,Partially Met,4,1,4
9496,25,560,20,ELA,Approached,6,5,8
9497,25,560,20,ELA,Met,20,21,13
9498,25,560,20,ELA,Exceeded,9,6,3
9499,25,560,20,Math,Did Not Yet Meet,0,0,0
9500,25,560,20,Math,Partially Met,1,4,2
9501,25,560,20,Math,Approached,6,9,13
9502,25,560,20,Math,Met,15,16,27
9503,25,560,20,Math,Exceeded,4,0,2
9504,25,945,30,ELA,Did Not Yet Meet,0,1,1
9505,25,945,30,ELA,Partially Met,1,3,1
9506,25,945,30,ELA,Approached,4,8,10
9507,25,945,30,ELA,Met,7,11,25
9508,25,945,30,ELA,Exceeded,5,8,14
9509,25,945,30,Math,Did Not Yet Meet,0,0,1
9510,25,945,30,Math,Partially Met,3,3,2
9511,25,945,30,Math,Approached,1,9,13
9512,25,945,30,Math,Met,14,16,24
9513,25,945,30,Math,Exceeded,2,6,5
9514,25,945,50,ELA,Did Not Yet Meet,1,2,2
9515,25,945,50,ELA,Partially Met,1,4,6
9516,25,945,50,ELA,Approached,4,6,15
9517,25,945,50,ELA,Met,8,18,24
9518,25,945,50,ELA,Exceeded,3,4,3
9519,25,945,50,Math,Did Not Yet Meet,1,0,1
9520,25,945,50,Math,Partially Met,3,3,5
9521,25,945,50,Math,Approached,9,6,6
9522,25,945,50,Math,Met,22,22,14
9523,25,945,50,Math,Exceeded,3,2,3
9524,25,1000,40,ELA,Did Not Yet Meet,3,3,3
9525,25,1000,40,ELA,Partially Met,8,5,8
9526,25,1000,40,ELA,Approached,13,19,6
9527,25,1000,40,ELA,Met,16,13,2
9528,25,1000,40,ELA,Exceeded,0,2,2
9529,25,1000,40,Math,Did Not Yet Meet,4,2,6
9530,25,1000,40,Math,Partially Met,20,20,12
9531,25,1000,40,Math,Approached,16,6,2
9532,25,1000,40,Math,Met,6,2,4
9533,25,1260,60,ELA,Did Not Yet Meet,2,0,1
9534,25,1260,60,ELA,Partially Met,5,8,7
9535,25,1260,60,ELA,Approached,9,11,16
9536,25,1260,60,ELA,Met,8,13,16
9537,25,1260,60,ELA,Exceeded,2,1,0
9538,25,1260,60,Math,Did Not Yet Meet,0,1,0
9539,25,1260,60,Math,Partially Met,7,8,10
9540,25,1260,60,Math,Approached,8,15,18
9541,25,1260,60,Math,Met,8,10,10
9542,25,1260,60,Math,Exceeded,2,2,0
9543,25,1260,70,ELA,Did Not Yet Meet,1,0,1
9544,25,1260,70,ELA,Partially Met,8,6,0
9545,25,1260,70,ELA,Approached,5,8,8
9546,25,1260,70,ELA,Met,14,16,8
9547,25,1260,70,ELA,Exceeded,7,7,11
9548,25,1260,80,ELA,Did Not Yet Meet,1,2,2
9549,25,1260,80,ELA,Partially Met,6,4,1
9550,25,1260,80,ELA,Approached,18,12,9
9551,25,1260,80,ELA,Met,7,18,16
9552,25,1260,80,ELA,Exceeded,2,0,0
9553,25,1260,80,Math,Did Not Yet Meet,0,0,1
9554,25,1260,80,Math,Partially Met,2,4,7
9555,25,1260,80,Math,Approached,11,12,13
9556,25,1260,80,Math,Met,20,9,15
9557,25,1260,80,Math,Exceeded,4,2,0
9558,25,1260,110,ELA,Did Not Yet Meet,13,2,1
9559,25,1260,110,ELA,Partially Met,7,3,2
9560,25,1260,110,ELA,Approached,6,5,5
9561,25,1260,110,ELA,Met,18,11,14
9562,25,1260,110,ELA,Exceeded,6,3,3
9563,25,1260,110,Math,Did Not Yet Meet,2,3,2
9564,25,1260,110,Math,Partially Met,10,5,3
9565,25,1260,110,Math,Approached,13,10,1
9566,25,1260,110,Math,Met,10,20,5
9567,25,1260,110,Math,Exceeded,9,3,2
9568,25,1440,50,ELA,Did Not Yet Meet,1,0,0
9569,25,1440,50,ELA,Partially Met,4,3,2
9570,25,1440,50,ELA,Approached,10,7,6
9571,25,1440,50,ELA,Met,26,13,15
9572,25,1440,50,ELA,Exceeded,6,4,4
9573,25,1440,50,Math,Did Not Yet Meet,0,1,1
9574,25,1440,50,Math,Partially Met,3,2,7
9575,25,1440,50,Math,Approached,7,11,17
9576,25,1440,50,Math,Met,12,16,19
9577,25,1440,50,Math,Exceeded,1,2,2
9578,25,1490,50,ELA,Did Not Yet Meet,3,1,4
9579,25,1490,50,ELA,Partially Met,8,5,1
9580,25,1490,50,ELA,Approached,10,6,8
9581,25,1490,50,ELA,Met,10,22,12
9582,25,1490,50,ELA,Exceeded,9,0,0
9583,25,1490,50,Math,Did Not Yet Meet,0,0,2
9584,25,1490,50,Math,Partially Met,13,7,13
