,County Code,District Code,School Code,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
3767,7,3110,60,ELA,Did Not Yet Meet,3,2,3
3768,7,3110,60,ELA,Partially Met,6,3,3
3769,7,3110,60,ELA,Approached,13,12,8
3770,7,3110,60,ELA,Met,16,13,11
3771,7,3110,60,ELA,Exceeded,5,1,4
3772,7,3110,60,Math,Did Not Yet Meet,2,2,2
3773,7,3110,60,Math,Partially Met,5,5,3
3774,7,3110,60,Math,Approached,17,8,12
3775,7,3110,60,Math,Met,17,14,11
3776,7,3110,60,Math,Exceeded,2,1,2
3777,7,3420,20,ELA,Did Not Yet Meet,2,0,3
3778,7,3420,20,ELA,Partially Met,11,3,9
3779,7,3420,20,ELA,Approached,11,18,8
3780,7,3420,20,ELA,Met,15,8,8
3781,7,3420,20,ELA,Exceeded,1,1,1
3782,7,3420,20,Math,Did Not Yet Meet,1,0,1
3783,7,3420,20,Math,Partially Met,12,16,7
3784,7,3420,20,Math,Approached,10,15,16
3785,7,3420,20,Math,Met,7,6,4
3786,7,3420,20,Math,Exceeded,0,1,0
3787,7,3420,30,ELA,Did Not Yet Meet,4,0,0
3788,7,3420,30,ELA,Partially Met,7,7,4
3789,7,3420,30,ELA,Approached,7,4,15
3790,7,3420,30,ELA,Met,26,15,7
3791,7,3420,30,ELA,Exceeded,0,4,0
3792,7,3420,30,Math,Did Not Yet Meet,0,0,4
3793,7,3420,30,Math,Partially Met,7,4,7
3794,7,3420,30,Math,Approached,19,0,7
3795,7,3420,30,Math,Met,7,33,4
3796,7,3420,30,Math,Exceeded,0,0,7
3797,7,3770,50,ELA,Did Not Yet Meet,5,5,2
3798,7,3770,50,ELA,Partially Met,7,10,8
3799,7,3770,50,ELA,Approached,10,7,8
3800,7,3770,50,ELA,Met,19,10,6
3801,7,3770,50,ELA,Exceeded,3,0,0
3802,7,3770,50,Math,Did Not Yet Meet,7,3,3
3803,7,3770,50,Math,Partially Met,9,10,10
3804,7,3770,50,Math,Approached,12,15,11
3805,7,3770,50,Math,Met,7,8,6
3806,7,4060,55,ELA,Did Not Yet Meet,8,5,5
3807,7,4060,55,ELA,Partially Met,5,7,9
3808,7,4060,55,ELA,Approached,11,9,10
3809,7,4060,55,ELA,Met,5,8,9
3810,7,4060,55,ELA,Exceeded,3,4,2
3811,7,4060,100,ELA,Did Not Yet Meet,15,5,16
3812,7,4060,100,ELA,Partially Met,7,13,7
3813,7,4060,100,ELA,Approached,5,8,5
3814,7,4060,100,ELA,Met,7,8,3
3815,7,4060,100,ELA,Exceeded,2,0,0
3816,7,4060,100,Math,Did Not Yet Meet,5,3,10
3817,7,4060,100,Math,Partially Met,8,7,16
3818,7,4060,100,Math,Approached,7,8,13
3819,7,4060,100,Math,Met,8,7,7
3820,7,4060,100,Math,Exceeded,0,2,0
3821,7,4060,104,ELA,Did Not Yet Meet,8,12,8
3822,7,4060,104,ELA,Partially Met,12,0,8
3823,7,4060,104,ELA,Approached,20,16,4
3824,7,4060,104,ELA,Met,0,12,0
3825,7,4060,104,Math,Did Not Yet Meet,12,12,0
3826,7,4060,104,Math,Partially Met,4,28,0
3827,7,4060,104,Math,Approached,16,8,4
3828,7,4060,104,Math,Met,4,0,8
3829,7,4060,104,Math,Exceeded,4,0,0
3830,7,4060,120,ELA,Did Not Yet Meet,9,9,13
3831,7,4060,120,ELA,Partially Met,11,9,9
3832,7,4060,120,ELA,Approached,8,2,9
3833,7,4060,120,ELA,Met,8,8,5
3834,7,4060,120,Math,Did Not Yet Meet,0,11,3
3835,7,4060,120,Math,Partially Met,5,13,17
3836,7,4060,120,Math,Approached,5,14,11
3837,7,4060,120,Math,Met,2,11,9
3838,7,4060,130,ELA,Did Not Yet Meet,21,8,8
3839,7,4060,130,ELA,Partially Met,15,13,4
3840,7,4060,130,ELA,Approached,0,0,6
3841,7,4060,130,ELA,Met,8,6,8
3842,7,4060,130,ELA,Exceeded,0,2,0
3843,7,4060,130,Math,Did Not Yet Meet,12,14,12
3844,7,4060,130,Math,Partially Met,8,4,6
3845,7,4060,130,Math,Approached,8,6,12
3846,7,4060,130,Math,Met,4,4,8
3847,7,4060,130,Math,Exceeded,0,2,2
3848,7,4060,140,ELA,Did Not Yet Meet,11,6,9
3849,7,4060,140,ELA,Partially Met,11,9,3
3850,7,4060,140,ELA,Approached,20,6,0
3851,7,4060,140,ELA,Met,17,6,3
3852,7,4060,140,Math,Did Not Yet Meet,0,11,6
3853,7,4060,140,Math,Partially Met,11,14,0
3854,7,4060,140,Math,Approached,20,11,3
3855,7,4060,140,Math,Met,11,9,3
3856,7,4060,160,ELA,Did Not Yet Meet,3,8,8
3857,7,4060,160,ELA,Partially Met,18,8,5
3858,7,4060,160,ELA,Approached,13,5,8
3859,7,4060,160,ELA,Met,8,13,8
3860,7,4060,160,Math,Did Not Yet Meet,0,0,3
3861,7,4060,160,Math,Partially Met,3,10,3
3862,7,4060,160,Math,Approached,10,25,15
3863,7,4060,160,Math,Met,10,13,8
3864,7,4060,160,Math,Exceeded,0,3,0
3865,7,4060,175,ELA,Did Not Yet Meet,4,6,5
3866,7,4060,175,ELA,Partially Met,7,13,9
3867,7,4060,175,ELA,Approached,12,13,10
3868,7,4060,175,ELA,Met,8,8,5
3869,7,4060,175,ELA,Exceeded,0,0,0
3870,7,4060,175,Math,Did Not Yet Meet,3,2,5
3871,7,4060,175,Math,Partially Met,8,13,17
3872,7,4060,175,Math,Approached,9,8,19
3873,7,4060,175,Math,Met,1,5,9
3874,7,4060,175,Math,Exceeded,0,0,0
3875,7,4060,180,ELA,Did Not Yet Meet,0,0,3
3876,7,4060,180,ELA,Partially Met,3,14,5
3877,7,4060,180,ELA,Approached,14,11,11
3878,7,4060,180,ELA,Met,16,8,11
3879,7,4060,180,ELA,Exceeded,0,3,3
3880,7,4060,180,Math,Approached,16,22,8
3881,7,4060,180,Math,Met,11,27,11
3882,7,4060,180,Math,Exceeded,3,0,3
3883,7,4110,60,ELA,Did Not Yet Meet,6,3,2
3884,7,4110,60,ELA,Partially Met,7,7,9
3885,7,4110,60,ELA,Approached,16,4,8
3886,7,4110,60,ELA,Met,11,14,11
3887,7,4110,60,ELA,Exceeded,0,1,0
3888,7,4110,60,Math,Did Not Yet Meet,1,2,5
3889,7,4110,60,Math,Partially Met,15,6,12
3890,7,4110,60,Math,Approached,11,17,11
3891,7,4110,60,Math,Met,8,6,5
3892,7,4110,60,Math,Exceeded,1,0,0
3893,7,4110,70,ELA,Did Not Yet Meet,4,2,2
3894,7,4110,70,ELA,Partially Met,8,4,8
3895,7,4110,70,ELA,Approached,7,6,14
3896,7,4110,70,ELA,Met,15,13,12
3897,7,4110,70,ELA,Exceeded,1,2,3
3898,7,4110,70,Math,Did Not Yet Meet,3,3,1
3899,7,4110,70,Math,Partially Met,7,6,8
3900,7,4110,70,Math,Approached,17,18,12
3901,7,4110,70,Math,Met,5,11,7
3902,7,4110,70,Math,Exceeded,2,1,0
3903,7,4110,100,ELA,Did Not Yet Meet,2,1,3
3904,7,4110,100,ELA,Partially Met,1,5,7
3905,7,4110,100,ELA,Approached,8,12,16
3906,7,4110,100,ELA,Met,7,16,13
3907,7,4110,100,ELA,Exceeded,5,3,1
3908,7,4110,100,Math,Did Not Yet Meet,1,4,0
3909,7,4110,100,Math,Partially Met,10,6,6
3910,7,4110,100,Math,Approached,18,14,11
3911,7,4110,100,Math,Met,17,10,4
3912,7,4590,40,ELA,Did Not Yet Meet,3,2,4
3913,7,4590,40,ELA,Partially Met,9,5,6
3914,7,4590,40,ELA,Approached,13,10,11
3915,7,4590,40,ELA,Met,18,8,7
3916,7,4590,40,ELA,Exceeded,1,1,1
3917,7,4590,40,Math,Did Not Yet Meet,6,3,3
3918,7,4590,40,Math,Partially Met,11,10,9
3919,7,4590,40,Math,Approached,16,14,7
3920,7,4590,40,Math,Met,7,7,8
3921,7,4790,20,ELA,Did Not Yet Meet,4,2,1
3922,7,4790,20,ELA,Partially Met,10,4,2
3923,7,4790,20,ELA,Approached,14,7,6
3924,7,4790,20,ELA,Met,26,15,4
3925,7,4790,20,ELA,Exceeded,1,2,0
3926,7,4790,20,Math,Did Not Yet Meet,4,1,2
3927,7,4790,20,Math,Partially Met,10,10,6
3928,7,4790,20,Math,Approached,8,13,14
3929,7,4790,20,Math,Met,11,7,13
3930,7,4790,20,Math,Exceeded,1,0,0
3931,7,5080,60,ELA,Did Not Yet Meet,3,1,2
3932,7,5080,60,ELA,Partially Met,5,3,5
3933,7,5080,60,ELA,Approached,9,7,11
3934,7,5080,60,ELA,Met,22,9,13
3935,7,5080,60,ELA,Exceeded,7,3,2
3936,7,5080,60,Math,Did Not Yet Meet,2,2,5
3937,7,5080,60,Math,Partially Met,5,4,17
3938,7,5080,60,Math,Approached,8,7,15
3939,7,5080,60,Math,Met,14,10,11
3940,7,5080,60,Math,Exceeded,1,0,0
3941,7,5400,20,ELA,Partially Met,2,3,2
3942,7,5400,20,ELA,Approached,4,6,5
3943,7,5400,20,ELA,Met,15,14,29
3944,7,5400,20,ELA,Exceeded,5,10,5
3945,7,5400,20,Math,Did Not Yet Meet,1,0,1
3946,7,5400,20,Math,Partially Met,5,3,5
3947,7,5400,20,Math,Approached,11,6,8
3948,7,5400,20,Math,Met,13,16,23
3949,7,5400,20,Math,Exceeded,4,4,2
3950,7,5400,55,ELA,Did Not Yet Meet,1,2,1
3951,7,5400,55,ELA,Partially Met,1,4,2
3952,7,5400,55,ELA,Approached,9,5,10
3953,7,5400,55,ELA,Met,35,12,9
3954,7,5400,55,ELA,Exceeded,5,0,4
3955,7,5400,55,Math,Did Not Yet Meet,1,0,0
3956,7,5400,55,Math,Partially Met,3,8,5
3957,7,5400,55,Math,Approached,11,9,7
3958,7,5400,55,Math,Met,22,14,10
3959,7,5400,55,Math,Exceeded,7,2,2
3960,7,5400,90,ELA,Did Not Yet Meet,3,3,2
3961,7,5400,90,ELA,Partially Met,4,1,4
3962,7,5400,90,ELA,Approached,4,5,8
3963,7,5400,90,ELA,Met,7,13,27
3964,7,5400,90,ELA,Exceeded,4,6,9
3965,7,5400,90,Math,Did Not Yet Meet,1,1,4
3966,7,5400,90,Math,Partially Met,4,6,5
3967,7,5400,90,Math,Approached,9,9,13
3968,7,5400,90,Math,Met,13,11,18
3969,7,5400,90,Math,Exceeded,2,2,2
3970,7,5400,95,ELA,Did Not Yet Meet,0,1,2
3971,7,5400,95,ELA,Partially Met,2,3,3
3972,7,5400,95,ELA,Approached,5,5,11
3973,7,5400,95,ELA,Met,15,15,26
3974,7,5400,95,ELA,Exceeded,5,5,5
3975,7,5400,95,Math,Did Not Yet Meet,0,0,2
3976,7,5400,95,Math,Partially Met,2,3,10
3977,7,5400,95,Math,Approached,3,8,9
3978,7,5400,95,Math,Met,15,22,18
3979,7,5400,95,Math,Exceeded,2,4,2
3980,7,5400,100,ELA,Did Not Yet Meet,1,2,1
3981,7,5400,100,ELA,Partially Met,5,4,2
3982,7,5400,100,ELA,Approached,10,8,7
3983,7,5400,100,ELA,Met,25,14,9
3984,7,5400,100,ELA,Exceeded,7,4,2
3985,7,5400,100,Math,Did Not Yet Meet,2,2,2
3986,7,5400,100,Math,Partially Met,6,4,9
3987,7,5400,100,Math,Approached,6,9,16
3988,7,5400,100,Math,Met,8,11,18
3989,7,5400,100,Math,Exceeded,2,1,3
3990,7,5560,100,ELA,Did Not Yet Meet,2,0,5
3991,7,5560,100,ELA,Partially Met,7,11,7
3992,7,5560,100,ELA,Approached,14,11,10
3993,7,5560,100,ELA,Met,14,11,5
3994,7,5560,100,ELA,Exceeded,3,0,0
3995,7,5560,100,Math,Did Not Yet Meet,2,2,3
3996,7,5560,100,Math,Partially Met,5,9,17
3997,7,5560,100,Math,Approached,11,11,18
3998,7,5560,100,Math,Met,7,7,8
3999,7,5820,20,ELA,Did Not Yet Meet,7,5,4
4000,7,5820,20,ELA,Partially Met,9,7,4
4001,7,5820,20,ELA,Approached,9,8,10
4002,7,5820,20,ELA,Met,10,7,10
4003,7,5820,20,ELA,Exceeded,3,3,3
4004,7,5820,70,ELA,Did Not Yet Meet,7,4,5
4005,7,5820,70,ELA,Partially Met,8,9,8
4006,7,5820,70,ELA,Approached,13,9,7
4007,7,5820,70,ELA,Met,14,6,8
4008,7,5820,70,ELA,Exceeded,1,1,0
4009,7,5820,70,Math,Did Not Yet Meet,4,3,4
4010,7,5820,70,Math,Partially Met,11,9,9
4011,7,5820,70,Math,Approached,12,7,11
4012,7,5820,70,Math,Met,8,9,10
4013,7,5820,70,Math,Exceeded,0,1,2
4014,7,5820,80,ELA,Did Not Yet Meet,10,5,1
4015,7,5820,80,ELA,Partially Met,15,6,4
4016,7,5820,80,ELA,Approached,12,9,9
4017,7,5820,80,ELA,Met,10,10,6
4018,7,5820,80,ELA,Exceeded,1,0,1
4019,7,5820,80,Math,Did Not Yet Meet,5,3,5
4020,7,5820,80,Math,Partially Met,11,8,16
4021,7,5820,80,Math,Approached,9,10,15
4022,7,5820,80,Math,Met,6,8,4
4023,7,5820,80,Math,Exceeded,1,0,0
4024,7,5900,50,ELA,Did Not Yet Meet,3,3,6
4025,7,5900,50,ELA,Partially Met,8,3,11
4026,7,5900,50,ELA,Approached,4,6,25
4027,7,5900,50,ELA,Met,4,8,19
4028,7,5900,50,ELA,Exceeded,1,1,1
4029,7,5900,50,Math,Did Not Yet Meet,2,2,4
4030,7,5900,50,Math,Partially Met,9,5,15
4031,7,5900,50,Math,Approached,8,10,14
4032,7,5900,50,Math,Met,3,9,17
4033,7,5900,50,Math,Exceeded,0,0,2
4034,9,170,10,ELA,Partially Met,3,3,10
4035,9,170,10,ELA,Approached,10,3,6
4036,9,170,10,ELA,Met,19,16,13
4037,9,170,10,ELA,Exceeded,0,6,10
4038,9,170,10,Math,Partially Met,0,S,S
4039,9,170,10,Math,Approached,S,S,S
4040,9,170,10,Math,Met,S,S,S
4041,9,710,50,ELA,Did Not Yet Meet,0,3,3
4042,9,710,50,ELA,Partially Met,6,0,6
4043,9,710,50,ELA,Approached,11,11,8
4044,9,710,50,ELA,Met,19,8,22
4045,9,710,50,ELA,Exceeded,0,0,3
4046,9,710,50,Math,Did Not Yet Meet,3,8,0
4047,9,710,50,Math,Partially Met,6,0,22
4048,9,710,50,Math,Approached,8,11,8
4049,9,710,50,Math,Met,6,14,11
4050,9,710,50,Math,Exceeded,0,0,3
4051,9,1080,50,ELA,Did Not Yet Meet,2,1,2
4052,9,1080,50,ELA,Partially Met,3,4,8
4053,9,1080,50,ELA,Approached,6,11,18
4054,9,1080,50,ELA,Met,10,13,18
4055,9,1080,50,ELA,Exceeded,2,2,0
4056,9,1080,50,Math,Did Not Yet Meet,0,0,3
4057,9,1080,50,Math,Partially Met,7,4,8
4058,9,1080,50,Math,Approached,11,7,11
4059,9,1080,50,Math,Met,14,12,18
4060,9,1080,50,Math,Exceeded,3,0,2
4061,9,2820,60,ELA,Did Not Yet Meet,5,4,4
4062,9,2820,60,ELA,Partially Met,10,10,8
4063,9,2820,60,ELA,Approached,10,11,6
4064,9,2820,60,ELA,Met,13,7,7
4065,9,2820,60,ELA,Exceeded,2,0,2
4066,9,2840,50,ELA,Did Not Yet Meet,2,1,1
4067,9,2840,50,ELA,Partially Met,4,6,13
4068,9,2840,50,ELA,Approached,9,13,16
4069,9,2840,50,ELA,Met,10,12,11
4070,9,2840,50,ELA,Exceeded,1,1,3
4071,9,2840,50,Math,Did Not Yet Meet,1,2,2
4072,9,2840,50,Math,Partially Met,5,9,10
4073,9,2840,50,Math,Approached,9,12,17
4074,9,2840,50,Math,Met,5,12,12
4075,9,2840,50,Math,Exceeded,1,2,1
4076,9,2840,60,ELA,Did Not Yet Meet,2,1,4
4077,9,2840,60,ELA,Partially Met,6,9,6
4078,9,2840,60,ELA,Approached,25,8,5
4079,9,2840,60,ELA,Met,16,11,5
4080,9,2840,60,ELA,Exceeded,1,0,0
4081,9,2840,60,Math,Did Not Yet Meet,2,2,2
4082,9,2840,60,Math,Partially Met,8,12,10
4083,9,2840,60,Math,Approached,14,12,9
4084,9,2840,60,Math,Met,15,5,7
4085,9,2840,60,Math,Exceeded,0,2,1
4086,9,3130,85,ELA,Did Not Yet Meet,3,5,7
4087,9,3130,85,ELA,Partially Met,6,6,14
4088,9,3130,85,ELA,Approached,10,9,15
4089,9,3130,85,ELA,Met,5,10,9
4090,9,3130,85,ELA,Exceeded,1,1,0
4091,9,3130,85,Math,Did Not Yet Meet,0,2,4
4092,9,3130,85,Math,Partially Met,3,7,22
4093,9,3130,85,Math,Approached,2,8,26
4094,9,3130,85,Math,Met,2,8,15
4095,9,3130,85,Math,Exceeded,0,0,0
4096,9,3130,91,ELA,Did Not Yet Meet,6,6,3
4097,9,3130,91,ELA,Partially Met,9,5,6
4098,9,3130,91,ELA,Approached,9,10,8
4099,9,3130,91,ELA,Met,13,9,10
4100,9,3130,91,ELA,Exceeded,4,1,1
4101,9,3130,91,Math,Did Not Yet Meet,3,5,2
4102,9,3130,91,Math,Partially Met,10,7,6
4103,9,3130,91,Math,Approached,14,10,13
4104,9,3130,91,Math,Met,13,10,4
4105,9,3130,91,Math,Exceeded,0,1,0
4106,9,3680,60,ELA,Did Not Yet Meet,4,11,3
4107,9,3680,60,ELA,Partially Met,6,2,4
4108,9,3680,60,ELA,Approached,12,9,7
4109,9,3680,60,ELA,Met,15,12,16
4110,9,3680,60,Math,Did Not Yet Meet,3,6,3
4111,9,3680,60,Math,Partially Met,10,6,3
4112,9,3680,60,Math,Approached,14,10,5
4113,9,3680,60,Math,Met,16,13,13
4114,9,3780,60,ELA,Did Not Yet Meet,0,0,1
4115,9,3780,60,ELA,Partially Met,4,3,7
4116,9,3780,60,ELA,Approached,8,9,9
4117,9,3780,60,ELA,Met,15,15,18
4118,9,3780,60,ELA,Exceeded,4,4,3
4119,9,3780,60,Math,Did Not Yet Meet,0,1,0
4120,9,3780,60,Math,Partially Met,6,6,4
4121,9,3780,60,Math,Approached,12,13,10
4122,9,3780,60,Math,Met,21,13,11
4123,9,3780,60,Math,Exceeded,1,2,0
4124,9,5060,50,ELA,Did Not Yet Meet,S,S,0
4125,9,5060,50,ELA,Partially Met,0,S,0
4126,9,5060,50,ELA,Approached,0,S,S
4127,9,5060,50,ELA,Met,S,S,S
4128,9,5060,50,ELA,Exceeded,S,0,0
4129,9,5060,50,Math,Partially Met,0,S,S
4130,9,5060,50,Math,Approached,S,0,S
4131,9,5060,50,Math,Met,0,S,S
4132,9,5340,30,ELA,Did Not Yet Meet,2,1,1
4133,9,5340,30,ELA,Partially Met,4,3,2
4134,9,5340,30,ELA,Approached,8,5,10
4135,9,5340,30,ELA,Met,17,13,15
4136,9,5340,30,ELA,Exceeded,11,3,8
4137,9,5340,30,Math,Did Not Yet Meet,0,1,1
4138,9,5340,30,Math,Partially Met,7,1,1
4139,9,5340,30,Math,Approached,11,8,10
4140,9,5340,30,Math,Met,23,15,10
4141,9,5340,30,Math,Exceeded,4,5,3
4142,9,5340,50,ELA,Did Not Yet Meet,2,2,3
4143,9,5340,50,ELA,Partially Met,2,4,6
4144,9,5340,50,ELA,Approached,7,6,8
4145,9,5340,50,ELA,Met,15,15,18
4146,9,5340,50,ELA,Exceeded,3,5,4
4147,9,5340,50,Math,Did Not Yet Meet,1,0,1
4148,9,5340,50,Math,Partially Met,2,2,6
4149,9,5340,50,Math,Approached,5,7,16
4150,9,5340,50,Math,Met,9,13,29
4151,9,5340,50,Math,Exceeded,2,4,4
4152,9,5610,50,ELA,Approached,0,S,S
4153,9,5610,50,ELA,Met,S,S,S
4154,9,5610,50,ELA,Exceeded,0,S,S
4155,9,5610,50,Math,Approached,S,0,S
4156,9,5610,50,Math,Met,0,S,S
4157,9,5610,50,Math,Exceeded,0,0,S
4158,9,5790,60,ELA,Did Not Yet Meet,19,14,5
4159,9,5790,60,ELA,Partially Met,6,14,13
4160,9,5790,60,ELA,Approached,6,7,7
4161,9,5790,60,ELA,Met,4,5,0
4162,9,5790,60,Math,Did Not Yet Meet,5,9,6
4163,9,5790,60,Math,Partially Met,20,17,8
4164,9,5790,60,Math,Approached,10,10,5
4165,9,5790,60,Math,Met,3,0,6
4166,9,5790,70,ELA,Did Not Yet Meet,4,3,5
4167,9,5790,70,ELA,Partially Met,9,8,9
4168,9,5790,70,ELA,Approached,12,16,7
4169,9,5790,70,ELA,Met,12,9,7
4170,9,5790,70,Math,Did Not Yet Meet,0,3,5
4171,9,5790,70,Math,Partially Met,10,8,13
4172,9,5790,70,Math,Approached,10,18,18
4173,9,5790,70,Math,Met,0,5,10
4174,9,5790,70,Math,Exceeded,0,0,3
4175,9,5800,30,ELA,Did Not Yet Meet,2,3,0
4176,9,5800,30,ELA,Partially Met,4,3,0
4177,9,5800,30,ELA,Approached,10,9,6
4178,9,5800,30,ELA,Met,22,18,10
4179,9,5800,30,ELA,Exceeded,3,5,4
4180,9,5800,30,Math,Did Not Yet Meet,1,1,0
4181,9,5800,30,Math,Partially Met,12,7,3
4182,9,5800,30,Math,Approached,15,16,11
4183,9,5800,30,Math,Met,15,9,9
4184,9,5840,50,ELA,Did Not Yet Meet,15,6,1
4185,9,5840,50,ELA,Partially Met,9,6,6
4186,9,5840,50,ELA,Approached,10,6,3
4187,9,5840,50,ELA,Met,22,7,4
4188,9,5840,50,ELA,Exceeded,1,0,3
4189,9,5840,50,Math,Did Not Yet Meet,4,4,0
4190,9,5840,50,Math,Partially Met,15,13,6
4191,9,5840,50,Math,Approached,29,4,2
4192,9,5840,50,Math,Met,17,4,2
4193,11,540,30,ELA,Did Not Yet Meet,10,9,10
4194,11,540,30,ELA,Partially Met,6,8,11
4195,11,540,30,ELA,Approached,9,8,14
4196,11,540,30,ELA,Met,4,5,5
4197,11,540,30,ELA,Exceeded,0,0,0
4198,11,540,30,Math,Did Not Yet Meet,6,4,8
4199,11,540,30,Math,Partially Met,14,12,14
4200,11,540,30,Math,Approached,12,10,7
4201,11,540,30,Math,Met,5,4,4
4202,11,540,30,Math,Exceeded,0,0,0
4203,11,540,50,ELA,Did Not Yet Meet,4,8,1
4204,11,540,50,ELA,Partially Met,13,14,9
4205,11,540,50,ELA,Approached,15,15,9
4206,11,540,50,ELA,Met,5,3,4
4207,11,540,50,Math,Did Not Yet Meet,1,5,2
4208,11,540,50,Math,Partially Met,11,15,12
4209,11,540,50,Math,Approached,13,15,12
4210,11,540,50,Math,Met,7,3,3
4211,11,540,55,ELA,Did Not Yet Meet,11,10,12
4212,11,540,55,ELA,Partially Met,11,12,11
4213,11,540,55,ELA,Approached,11,8,5
4214,11,540,55,ELA,Met,5,2,3
4215,11,540,55,Math,Did Not Yet Meet,8,8,5
4216,11,540,55,Math,Partially Met,17,11,10
4217,11,540,55,Math,Approached,14,8,5
4218,11,540,55,Math,Met,7,2,4
4219,11,540,60,ELA,Did Not Yet Meet,9,6,7
4220,11,540,60,ELA,Partially Met,13,10,11
4221,11,540,60,ELA,Approached,10,12,8
4222,11,540,60,ELA,Met,7,4,4
4223,11,540,60,ELA,Exceeded,0,0,0
4224,11,540,60,Math,Did Not Yet Meet,3,5,2
4225,11,540,60,Math,Partially Met,11,11,12
4226,11,540,60,Math,Approached,15,10,13
4227,11,540,60,Math,Met,8,5,5
4228,11,540,100,ELA,Did Not Yet Meet,10,13,10
4229,11,540,100,ELA,Partially Met,13,12,13
4230,11,540,100,ELA,Approached,4,6,11
4231,11,540,100,ELA,Met,2,4,3
4232,11,540,100,Math,Did Not Yet Meet,7,7,4
4233,11,540,100,Math,Partially Met,13,16,13
4234,11,540,100,Math,Approached,10,13,7
4235,11,540,100,Math,Met,7,2,2
4236,11,540,130,ELA,Did Not Yet Meet,9,10,6
4237,11,540,130,ELA,Partially Met,19,7,8
4238,11,540,130,ELA,Approached,12,8,7
4239,11,540,130,ELA,Met,5,4,5
4240,11,540,130,Math,Did Not Yet Meet,5,5,4
4241,11,540,130,Math,Partially Met,15,14,7
4242,11,540,130,Math,Approached,10,9,10
4243,11,540,130,Math,Met,7,8,6
4244,11,540,130,Math,Exceeded,0,1,0
4245,11,950,25,ELA,Did Not Yet Meet,17,6,3
4246,11,950,25,ELA,Partially Met,13,13,3
4247,11,950,25,ELA,Approached,13,5,7
4248,11,950,25,ELA,Met,15,5,0
4249,11,950,25,Math,Did Not Yet Meet,8,6,5
4250,11,950,25,Math,Partially Met,21,11,6
4251,11,950,25,Math,Approached,10,13,5
4252,11,950,25,Math,Met,13,2,1
4253,11,950,50,ELA,Did Not Yet Meet,8,11,7
4254,11,950,50,ELA,Partially Met,1,4,4
4255,11,950,50,ELA,Approached,11,8,8
4256,11,950,50,ELA,Met,13,13,4
4257,11,950,50,ELA,Exceeded,0,4,3
4258,11,950,50,Math,Did Not Yet Meet,3,7,0
4259,11,950,50,Math,Partially Met,17,3,7
4260,11,950,50,Math,Approached,17,10,0
4261,11,950,50,Math,Met,30,7,0
4262,11,1020,40,ELA,Did Not Yet Meet,5,3,5
4263,11,1020,40,ELA,Partially Met,6,4,16
4264,11,1020,40,ELA,Approached,11,6,14
4265,11,1020,40,ELA,Met,7,6,16
4266,11,1020,40,ELA,Exceeded,1,0,1
4267,11,1020,40,Math,Did Not Yet Meet,0,2,2
4268,11,1020,40,Math,Partially Met,8,8,13
4269,11,1020,40,Math,Approached,17,16,12
4270,11,1020,40,Math,Met,8,6,6
4271,11,1020,40,Math,Exceeded,0,0,1
4272,11,1120,45,ELA,Did Not Yet Meet,5,13,9
4273,11,1120,45,ELA,Partially Met,5,10,5
4274,11,1120,45,ELA,Approached,12,9,9
4275,11,1120,45,ELA,Met,4,12,8
4276,11,1120,45,Math,Did Not Yet Meet,3,6,11
4277,11,1120,45,Math,Partially Met,19,11,8
4278,11,1120,45,Math,Approached,6,10,6
4279,11,1120,45,Math,Met,3,10,5
4280,11,1460,70,ELA,Did Not Yet Meet,9,13,8
4281,11,1460,70,ELA,Partially Met,11,12,6
4282,11,1460,70,ELA,Approached,10,9,6
4283,11,1460,70,ELA,Met,6,5,4
4284,11,1460,70,ELA,Exceeded,0,0,0
4285,11,1460,70,Math,Did Not Yet Meet,14,9,6
4286,11,1460,70,Math,Partially Met,15,14,14
4287,11,1460,70,Math,Approached,11,9,4
4288,11,1460,70,Math,Met,3,2,1
4289,11,1460,70,Math,Exceeded,1,0,0
4290,11,1820,60,ELA,Did Not Yet Meet,0,0,6
4291,11,1820,60,ELA,Partially Met,0,0,13
4292,11,1820,60,ELA,Approached,3,9,13
4293,11,1820,60,ELA,Met,6,19,16
4294,11,1820,60,ELA,Exceeded,6,0,9
4295,11,1820,60,Math,Did Not Yet Meet,4,0,4
4296,11,1820,60,Math,Partially Met,4,20,4
4297,11,1820,60,Math,Approached,8,8,4
4298,11,1820,60,Math,Met,8,20,12
4299,11,1820,60,Math,Exceeded,4,0,0
4300,11,2270,60,ELA,Did Not Yet Meet,2,4,3
4301,11,2270,60,ELA,Partially Met,7,9,6
4302,11,2270,60,ELA,Approached,9,9,12
4303,11,2270,60,ELA,Met,7,15,15
4304,11,2270,60,ELA,Exceeded,1,2,2
4305,11,2270,60,Math,Did Not Yet Meet,1,3,3
4306,11,2270,60,Math,Partially Met,8,6,10
4307,11,2270,60,Math,Approached,9,13,14
4308,11,2270,60,Math,Met,10,7,13
4309,11,2270,60,Math,Exceeded,3,1,0
4310,11,2570,30,ELA,Did Not Yet Meet,2,5,5
4311,11,2570,30,ELA,Partially Met,6,7,9
4312,11,2570,30,ELA,Approached,6,10,9
4313,11,2570,30,ELA,Met,6,9,19
4314,11,2570,30,ELA,Exceeded,2,2,4
4315,11,2570,30,Math,Did Not Yet Meet,1,2,2
4316,11,2570,30,Math,Partially Met,6,11,14
4317,11,2570,30,Math,Approached,11,14,10
