COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
03,3940,070,ELA,Did Not Yet Meet,0,1,1
03,3940,070,ELA,Partially Met,4,3,3
03,3940,070,ELA,Approached,3,4,8
03,3940,070,ELA,Met,9,19,31
03,3940,070,ELA,Exceeded,3,6,5
03,3940,070,Math,Did Not Yet Meet,0,1,1
03,3940,070,Math,Partially Met,5,2,5
03,3940,070,Math,Approached,5,3,14
03,3940,070,Math,Met,7,21,19
03,3940,070,Math,Exceeded,3,5,8
03,4310,055,ELA,Did Not Yet Meet,1,0,0
03,4310,055,ELA,Partially Met,2,2,2
03,4310,055,ELA,Approached,7,4,7
03,4310,055,ELA,Met,18,17,17
03,4310,055,ELA,Exceeded,10,6,7
03,4310,055,Math,Did Not Yet Meet,1,0,0
03,4310,055,Math,Partially Met,4,3,2
03,4310,055,Math,Approached,14,7,5
03,4310,055,Math,Met,18,19,21
03,4310,055,Math,Exceeded,3,1,3
03,4310,060,ELA,Did Not Yet Meet,1,0,1
03,4310,060,ELA,Partially Met,0,1,2
03,4310,060,ELA,Approached,3,4,10
03,4310,060,ELA,Met,6,19,29
03,4310,060,ELA,Exceeded,7,5,13
03,4310,060,Math,Did Not Yet Meet,1,0,1
03,4310,060,Math,Partially Met,5,4,3
03,4310,060,Math,Approached,6,8,11
03,4310,060,Math,Met,18,17,21
03,4310,060,Math,Exceeded,2,3,2
03,4370,100,ELA,Did Not Yet Meet,1,1,2
03,4370,100,ELA,Partially Met,2,3,6
03,4370,100,ELA,Approached,4,7,14
03,4370,100,ELA,Met,9,12,27
03,4370,100,ELA,Exceeded,1,5,5
03,4370,100,Math,Did Not Yet Meet,0,1,2
03,4370,100,Math,Partially Met,3,2,6
03,4370,100,Math,Approached,6,11,15
03,4370,100,Math,Met,12,13,22
03,4370,100,Math,Exceeded,2,2,4
03,4380,050,ELA,Did Not Yet Meet,6,1,1
03,4380,050,ELA,Partially Met,6,3,1
03,4380,050,ELA,Approached,11,6,5
03,4380,050,ELA,Met,24,9,8
03,4380,050,ELA,Exceeded,12,6,2
03,4380,060,ELA,Did Not Yet Meet,1,1,2
03,4380,060,ELA,Partially Met,4,8,3
03,4380,060,ELA,Approached,8,12,9
03,4380,060,ELA,Met,18,17,12
03,4380,060,ELA,Exceeded,4,3,0
03,4380,060,Math,Did Not Yet Meet,1,0,0
03,4380,060,Math,Partially Met,13,6,7
03,4380,060,Math,Approached,17,16,11
03,4380,060,Math,Met,13,10,8
03,4380,060,Math,Exceeded,1,0,0
03,4380,070,ELA,Did Not Yet Meet,3,3,2
03,4380,070,ELA,Partially Met,3,7,8
03,4380,070,ELA,Approached,6,10,10
03,4380,070,ELA,Met,12,21,10
03,4380,070,ELA,Exceeded,2,2,0
03,4380,070,Math,Did Not Yet Meet,2,1,1
03,4380,070,Math,Partially Met,9,12,7
03,4380,070,Math,Approached,17,13,13
03,4380,070,Math,Met,10,7,8
03,4380,070,Math,Exceeded,1,1,0
03,4380,080,ELA,Did Not Yet Meet,3,1,1
03,4380,080,ELA,Partially Met,5,7,6
03,4380,080,ELA,Approached,10,7,10
03,4380,080,ELA,Met,12,13,19
03,4380,080,ELA,Exceeded,3,1,2
03,4380,080,Math,Did Not Yet Meet,4,3,2
03,4380,080,Math,Partially Met,6,6,3
03,4380,080,Math,Approached,17,7,15
03,4380,080,Math,Met,11,15,8
03,4380,080,Math,Exceeded,1,1,1
03,4390,060,ELA,Did Not Yet Meet,0,0,1
03,4390,060,ELA,Partially Met,1,2,2
03,4390,060,ELA,Approached,6,4,3
03,4390,060,ELA,Met,25,10,9
03,4390,060,ELA,Exceeded,17,13,8
03,4390,060,Math,Did Not Yet Meet,1,0,0
03,4390,060,Math,Partially Met,5,2,2
03,4390,060,Math,Approached,8,14,5
03,4390,060,Math,Met,26,20,16
03,4390,060,Math,Exceeded,1,0,1
03,4390,070,ELA,Did Not Yet Meet,1,1,1
03,4390,070,ELA,Partially Met,2,1,0
03,4390,070,ELA,Approached,6,2,1
03,4390,070,ELA,Met,19,15,12
03,4390,070,ELA,Exceeded,24,12,4
03,4390,070,Math,Did Not Yet Meet,2,1,0
03,4390,070,Math,Partially Met,2,2,2
03,4390,070,Math,Approached,10,6,7
03,4390,070,Math,Met,21,25,14
03,4390,070,Math,Exceeded,6,1,0
03,4390,085,ELA,Did Not Yet Meet,0,0,1
03,4390,085,ELA,Partially Met,0,1,0
03,4390,085,ELA,Approached,2,2,5
03,4390,085,ELA,Met,16,17,23
03,4390,085,ELA,Exceeded,9,12,12
03,4390,085,Math,Did Not Yet Meet,0,1,0
03,4390,085,Math,Partially Met,0,1,0
03,4390,085,Math,Approached,6,6,6
03,4390,085,Math,Met,11,17,33
03,4390,085,Math,Exceeded,2,8,11
03,4390,090,ELA,Did Not Yet Meet,1,1,0
03,4390,090,ELA,Partially Met,0,1,1
03,4390,090,ELA,Approached,3,4,5
03,4390,090,ELA,Met,9,15,21
03,4390,090,ELA,Exceeded,9,11,19
03,4390,090,Math,Did Not Yet Meet,1,0,1
03,4390,090,Math,Partially Met,1,1,2
03,4390,090,Math,Approached,3,7,12
03,4390,090,Math,Met,10,25,23
03,4390,090,Math,Exceeded,7,3,6
03,4390,100,ELA,Partially Met,0,0,2
03,4390,100,ELA,Approached,3,2,12
03,4390,100,ELA,Met,11,11,33
03,4390,100,ELA,Exceeded,9,9,8
03,4390,100,Math,Partially Met,0,1,2
03,4390,100,Math,Approached,2,6,10
03,4390,100,Math,Met,14,18,29
03,4390,100,Math,Exceeded,0,10,8
03,4390,110,ELA,Did Not Yet Meet,0,1,0
03,4390,110,ELA,Partially Met,0,0,2
03,4390,110,ELA,Approached,3,5,5
03,4390,110,ELA,Met,20,21,19
03,4390,110,ELA,Exceeded,9,10,7
03,4390,110,Math,Did Not Yet Meet,0,1,0
03,4390,110,Math,Partially Met,0,0,2
03,4390,110,Math,Approached,2,7,5
03,4390,110,Math,Met,22,23,16
03,4390,110,Math,Exceeded,9,9,6
03,4390,120,ELA,Partially Met,0,1,3
03,4390,120,ELA,Approached,1,1,5
03,4390,120,ELA,Met,7,14,36
03,4390,120,ELA,Exceeded,8,8,16
03,4390,120,Math,Did Not Yet Meet,0,1,0
03,4390,120,Math,Partially Met,0,1,1
03,4390,120,Math,Approached,3,3,8
03,4390,120,Math,Met,7,19,41
03,4390,120,Math,Exceeded,3,3,8
03,4390,130,ELA,Did Not Yet Meet,0,0,2
03,4390,130,ELA,Partially Met,0,0,3
03,4390,130,ELA,Approached,3,6,7
03,4390,130,ELA,Met,17,13,24
03,4390,130,ELA,Exceeded,7,9,10
03,4390,130,Math,Did Not Yet Meet,0,0,1
03,4390,130,Math,Partially Met,1,1,3
03,4390,130,Math,Approached,4,4,10
03,4390,130,Math,Met,8,18,35
03,4390,130,Math,Exceeded,3,6,6
03,4405,060,ELA,Did Not Yet Meet,1,1,0
03,4405,060,ELA,Partially Met,5,1,1
03,4405,060,ELA,Approached,9,3,5
03,4405,060,ELA,Met,20,16,10
03,4405,060,ELA,Exceeded,10,10,7
03,4410,030,ELA,Did Not Yet Meet,0,1,0
03,4410,030,ELA,Partially Met,1,0,3
03,4410,030,ELA,Approached,1,5,6
03,4410,030,ELA,Met,15,21,30
03,4410,030,ELA,Exceeded,5,4,7
03,4410,030,Math,Did Not Yet Meet,0,0,0
03,4410,030,Math,Partially Met,0,1,1
03,4410,030,Math,Approached,3,7,8
03,4410,030,Math,Met,11,18,31
03,4410,030,Math,Exceeded,3,10,6
03,4410,050,ELA,Did Not Yet Meet,1,1,1
03,4410,050,ELA,Partially Met,3,2,2
03,4410,050,ELA,Approached,3,8,12
03,4410,050,ELA,Met,12,15,30
03,4410,050,ELA,Exceeded,3,4,6
03,4410,050,Math,Did Not Yet Meet,0,0,2
03,4410,050,Math,Partially Met,1,2,2
03,4410,050,Math,Approached,6,7,10
03,4410,050,Math,Met,14,18,26
03,4410,050,Math,Exceeded,4,3,6
03,4430,050,ELA,Did Not Yet Meet,0,0,0
03,4430,050,ELA,Partially Met,4,1,0
03,4430,050,ELA,Approached,12,3,2
03,4430,050,ELA,Met,34,12,6
03,4430,050,ELA,Exceeded,9,8,8
03,4430,050,Math,Did Not Yet Meet,0,1,0
03,4430,050,Math,Partially Met,2,3,4
03,4430,050,Math,Approached,12,4,4
03,4430,050,Math,Met,25,17,14
03,4430,050,Math,Exceeded,2,5,6
03,4430,060,ELA,Partially Met,0,2,1
03,4430,060,ELA,Approached,2,5,4
03,4430,060,ELA,Met,20,14,21
03,4430,060,ELA,Exceeded,11,10,11
03,4430,060,Math,Partially Met,0,1,1
03,4430,060,Math,Approached,12,6,4
03,4430,060,Math,Met,24,15,15
03,4430,060,Math,Exceeded,9,6,8
03,4430,070,ELA,Did Not Yet Meet,0,0,1
03,4430,070,ELA,Partially Met,2,3,6
03,4430,070,ELA,Approached,6,1,4
03,4430,070,ELA,Met,22,17,16
03,4430,070,ELA,Exceeded,14,7,2
03,4430,070,Math,Did Not Yet Meet,0,1,0
03,4430,070,Math,Partially Met,3,2,2
03,4430,070,Math,Approached,14,12,6
03,4430,070,Math,Met,23,15,14
03,4430,070,Math,Exceeded,5,5,1
03,4470,050,ELA,Did Not Yet Meet,3,1,3
03,4470,050,ELA,Partially Met,2,1,4
03,4470,050,ELA,Approached,9,10,10
03,4470,050,ELA,Met,14,17,15
03,4470,050,ELA,Exceeded,4,4,3
03,4470,050,Math,Did Not Yet Meet,1,1,1
03,4470,050,Math,Partially Met,5,9,10
03,4470,050,Math,Approached,11,10,9
03,4470,050,Math,Met,11,12,17
03,4470,050,Math,Exceeded,1,1,1
03,4600,080,ELA,Did Not Yet Meet,1,0,0
03,4600,080,ELA,Partially Met,4,0,1
03,4600,080,ELA,Approached,3,7,5
03,4600,080,ELA,Met,14,13,23
03,4600,080,ELA,Exceeded,8,10,11
03,4600,080,Math,Did Not Yet Meet,0,1,0
03,4600,080,Math,Partially Met,6,3,2
03,4600,080,Math,Approached,11,8,10
03,4600,080,Math,Met,13,18,18
03,4600,080,Math,Exceeded,6,3,1
03,4600,100,ELA,Did Not Yet Meet,1,0,0
03,4600,100,ELA,Partially Met,1,2,1
03,4600,100,ELA,Approached,9,5,7
03,4600,100,ELA,Met,22,18,15
03,4600,100,ELA,Exceeded,8,6,6
03,4600,100,Math,Did Not Yet Meet,0,0,1
03,4600,100,Math,Partially Met,1,3,4
03,4600,100,Math,Approached,10,10,9
03,4600,100,Math,Met,21,13,18
03,4600,100,Math,Exceeded,4,4,1
03,4610,050,ELA,Did Not Yet Meet,3,4,8
03,4610,050,ELA,Partially Met,1,5,12
03,4610,050,ELA,Approached,2,8,14
03,4610,050,ELA,Met,2,12,23
03,4610,050,ELA,Exceeded,1,2,3
03,4610,080,ELA,Did Not Yet Meet,1,1,1
03,4610,080,ELA,Partially Met,4,4,6
03,4610,080,ELA,Approached,11,9,10
03,4610,080,ELA,Met,13,16,22
03,4610,080,ELA,Exceeded,2,0,1
03,4610,080,Math,Did Not Yet Meet,1,0,0
03,4610,080,Math,Partially Met,4,7,5
03,4610,080,Math,Approached,12,10,8
03,4610,080,Math,Met,25,14,9
03,4610,080,Math,Exceeded,2,1,2
03,4610,085,ELA,Did Not Yet Meet,0,3,2
03,4610,085,ELA,Partially Met,1,3,6
03,4610,085,ELA,Approached,6,14,8
03,4610,085,ELA,Met,15,12,25
03,4610,085,ELA,Exceeded,3,1,3
03,4610,085,Math,Did Not Yet Meet,1,1,1
03,4610,085,Math,Partially Met,6,2,2
03,4610,085,Math,Approached,5,12,19
03,4610,085,Math,Met,21,10,17
03,4610,085,Math,Exceeded,0,1,2
03,4610,090,ELA,Did Not Yet Meet,1,1,1
03,4610,090,ELA,Partially Met,4,4,4
03,4610,090,ELA,Approached,5,6,5
03,4610,090,ELA,Met,33,12,15
03,4610,090,ELA,Exceeded,6,3,0
03,4610,090,Math,Did Not Yet Meet,1,3,3
03,4610,090,Math,Partially Met,3,4,8
03,4610,090,Math,Approached,4,10,11
03,4610,090,Math,Met,19,20,11
03,4610,090,Math,Exceeded,1,1,1
03,4620,050,ELA,Did Not Yet Meet,0,2,0
03,4620,050,ELA,Partially Met,0,2,2
03,4620,050,ELA,Approached,3,3,8
03,4620,050,ELA,Met,8,9,31
03,4620,050,ELA,Exceeded,5,9,19
03,4620,050,Math,Partially Met,2,0,2
03,4620,050,Math,Approached,2,11,3
03,4620,050,Math,Met,6,14,34
03,4620,050,Math,Exceeded,3,11,13
03,4870,050,ELA,Did Not Yet Meet,0,1,0
03,4870,050,ELA,Partially Met,0,3,8
03,4870,050,ELA,Approached,5,13,13
03,4870,050,ELA,Met,7,16,24
03,4870,050,ELA,Exceeded,6,2,3
03,4870,050,Math,Did Not Yet Meet,0,0,2
03,4870,050,Math,Partially Met,10,1,3
03,4870,050,Math,Approached,22,6,11
03,4870,050,Math,Met,17,11,8
03,4870,050,Math,Exceeded,3,1,2
03,5150,060,ELA,Did Not Yet Meet,3,2,2
03,5150,060,ELA,Partially Met,6,4,5
03,5150,060,ELA,Approached,9,9,10
03,5150,060,ELA,Met,12,15,17
03,5150,060,ELA,Exceeded,2,3,2
03,5150,060,Math,Did Not Yet Meet,2,1,1
03,5150,060,Math,Partially Met,7,8,4
03,5150,060,Math,Approached,12,12,9
03,5150,060,Math,Met,14,13,14
03,5150,060,Math,Exceeded,1,1,1
03,5150,070,ELA,Did Not Yet Meet,3,2,2
03,5150,070,ELA,Partially Met,4,4,8
03,5150,070,ELA,Approached,7,9,7
03,5150,070,ELA,Met,14,16,16
03,5150,070,ELA,Exceeded,4,3,3
03,5150,070,Math,Did Not Yet Meet,2,2,1
03,5150,070,Math,Partially Met,6,7,10
03,5150,070,Math,Approached,9,7,11
03,5150,070,Math,Met,8,13,18
03,5150,070,Math,Exceeded,3,3,1
03,5150,110,ELA,Did Not Yet Meet,0,3,3
03,5150,110,ELA,Partially Met,8,4,6
03,5150,110,ELA,Approached,6,13,10
03,5150,110,ELA,Met,8,17,16
03,5150,110,ELA,Exceeded,0,3,4
03,5150,110,Math,Partially Met,9,3,5
03,5150,110,Math,Approached,13,9,6
03,5150,110,Math,Met,10,19,13
03,5150,110,Math,Exceeded,4,3,5
03,5150,130,ELA,Did Not Yet Meet,2,3,3
03,5150,130,ELA,Partially Met,6,8,2
03,5150,130,ELA,Approached,15,8,5
03,5150,130,ELA,Met,29,5,6
03,5150,130,ELA,Exceeded,5,3,0
03,5150,130,Math,Did Not Yet Meet,0,2,0
03,5150,130,Math,Partially Met,8,3,3
03,5150,130,Math,Approached,24,8,2
03,5150,130,Math,Met,23,16,6
03,5150,130,Math,Exceeded,2,0,3
03,5150,150,ELA,Did Not Yet Meet,3,3,8
03,5150,150,ELA,Partially Met,4,6,6
03,5150,150,ELA,Approached,7,11,10
03,5150,150,ELA,Met,1,11,24
03,5150,150,ELA,Exceeded,0,3,4
03,5150,150,Math,Did Not Yet Meet,3,3,1
03,5150,150,Math,Partially Met,5,3,5
03,5150,150,Math,Approached,16,5,8
03,5150,150,Math,Met,18,10,10
03,5150,150,Math,Exceeded,8,0,4
03,5160,070,ELA,Did Not Yet Meet,0,2,0
03,5160,070,ELA,Partially Met,2,0,5
03,5160,070,ELA,Approached,4,4,6
03,5160,070,ELA,Met,14,11,22
03,5160,070,ELA,Exceeded,11,11,9
03,5160,070,Math,Partially Met,2,1,1
03,5160,070,Math,Approached,2,5,14
03,5160,070,Math,Met,5,13,43
03,5160,070,Math,Exceeded,3,3,6
03,5160,080,ELA,Did Not Yet Meet,1,0,0
03,5160,080,ELA,Partially Met,1,2,0
03,5160,080,ELA,Approached,4,2,6
03,5160,080,ELA,Met,12,22,21
03,5160,080,ELA,Exceeded,8,8,13
03,5160,080,Math,Did Not Yet Meet,0,0,1
03,5160,080,Math,Partially Met,1,2,3
03,5160,080,Math,Approached,4,8,6
03,5160,080,Math,Met,17,21,21
03,5160,080,Math,Exceeded,6,5,5
03,5160,090,ELA,Did Not Yet Meet,0,1,2
03,5160,090,ELA,Partially Met,2,1,1
03,5160,090,ELA,Approached,8,6,7
03,5160,090,ELA,Met,19,18,18
03,5160,090,ELA,Exceeded,7,3,8
03,5160,090,Math,Did Not Yet Meet,0,1,0
03,5160,090,Math,Partially Met,0,1,4
03,5160,090,Math,Approached,7,4,12
03,5160,090,Math,Met,12,14,26
03,5160,090,Math,Exceeded,2,7,8
03,5160,095,ELA,Did Not Yet Meet,0,1,1
03,5160,095,ELA,Partially Met,1,1,2
03,5160,095,ELA,Approached,5,4,3
03,5160,095,ELA,Met,18,17,14
03,5160,095,ELA,Exceeded,15,11,9
03,5160,095,Math,Did Not Yet Meet,0,1,0
03,5160,095,Math,Partially Met,1,2,1
03,5160,095,Math,Approached,10,2,4
03,5160,095,Math,Met,29,20,19
03,5160,095,Math,Exceeded,5,5,2
03,5160,100,ELA,Did Not Yet Meet,0,0,2
03,5160,100,ELA,Partially Met,1,1,2
03,5160,100,ELA,Approached,0,5,5
03,5160,100,ELA,Met,15,17,27
03,5160,100,ELA,Exceeded,3,10,13
03,5160,100,Math,Partially Met,2,2,3
03,5160,100,Math,Approached,1,6,13
03,5160,100,Math,Met,8,18,35
03,5160,100,Math,Exceeded,1,5,7
03,5330,050,ELA,Did Not Yet Meet,0,0,0
03,5330,050,ELA,Partially Met,1,3,1
03,5330,050,ELA,Approached,1,5,4
03,5330,050,ELA,Met,8,15,22
03,5330,050,ELA,Exceeded,10,9,18
03,5330,050,Math,Partially Met,3,2,4
03,5330,050,Math,Approached,4,6,10
03,5330,050,Math,Met,6,12,39
03,5330,050,Math,Exceeded,0,1,12
03,5330,060,ELA,Did Not Yet Meet,0,0,0
03,5330,060,ELA,Partially Met,1,0,2
03,5330,060,ELA,Approached,3,2,14
03,5330,060,ELA,Met,9,13,29
03,5330,060,ELA,Exceeded,5,8,12
03,5330,060,Math,Partially Met,0,2,3
03,5330,060,Math,Approached,2,5,10
03,5330,060,Math,Met,16,21,26
03,5330,060,Math,Exceeded,6,3,6
03,5410,040,ELA,Did Not Yet Meet,2,0,0
03,5410,040,ELA,Partially Met,8,0,5
03,5410,040,ELA,Approached,8,2,6
03,5410,040,ELA,Met,28,11,8
03,5410,040,ELA,Exceeded,15,3,4
03,5410,040,Math,Did Not Yet Meet,0,2,0
03,5410,040,Math,Partially Met,1,1,1
03,5410,040,Math,Approached,6,11,5
03,5410,040,Math,Met,19,23,14
03,5410,040,Math,Exceeded,9,4,3
03,5410,050,ELA,Partially Met,8,1,3
03,5410,050,ELA,Approached,9,6,5
03,5410,050,ELA,Met,20,17,15
03,5410,050,ELA,Exceeded,7,5,6
03,5410,050,Math,Did Not Yet Meet,1,3,1
03,5410,050,Math,Partially Met,7,4,4
03,5410,050,Math,Approached,10,7,6
03,5410,050,Math,Met,15,17,19
03,5410,050,Math,Exceeded,3,4,1
03,5410,070,ELA,Did Not Yet Meet,0,2,0
03,5410,070,ELA,Partially Met,5,3,2
03,5410,070,ELA,Approached,13,10,6
03,5410,070,ELA,Met,19,13,16
03,5410,070,ELA,Exceeded,4,3,5
03,5410,070,Math,Did Not Yet Meet,2,1,1
03,5410,070,Math,Partially Met,4,5,1
03,5410,070,Math,Approached,23,10,7
03,5410,070,Math,Met,18,17,7
03,5410,070,Math,Exceeded,2,0,0
03,5430,050,ELA,Did Not Yet Meet,4,1,4
03,5430,050,ELA,Partially Met,5,4,3
03,5430,050,ELA,Approached,11,12,7
03,5430,050,ELA,Met,20,11,8
03,5430,050,ELA,Exceeded,1,7,3
03,5430,055,ELA,Did Not Yet Meet,1,0,3
03,5430,055,ELA,Partially Met,4,5,11
03,5430,055,ELA,Approached,7,16,19
03,5430,055,ELA,Met,6,11,16
03,5430,055,ELA,Exceeded,1,0,0
03,5430,055,Math,Did Not Yet Meet,0,0,1
03,5430,055,Math,Partially Met,5,4,7
03,5430,055,Math,Approached,9,7,15
03,5430,055,Math,Met,11,15,21
03,5430,055,Math,Exceeded,4,1,1
03,5755,060,ELA,Did Not Yet Meet,0,0,1
03,5755,060,ELA,Partially Met,4,1,5
03,5755,060,ELA,Approached,4,1,6
03,5755,060,ELA,Met,15,12,37
03,5755,060,ELA,Exceeded,1,1,12
03,5755,060,Math,Did Not Yet Meet,1,0,0
03,5755,060,Math,Partially Met,4,1,11
03,5755,060,Math,Approached,4,6,18
03,5755,060,Math,Met,7,11,33
03,5755,060,Math,Exceeded,1,1,4
03,5755,062,ELA,Did Not Yet Meet,1,0,1
03,5755,062,ELA,Partially Met,3,2,1
03,5755,062,ELA,Approached,8,3,5
03,5755,062,ELA,Met,13,20,20
03,5755,062,ELA,Exceeded,7,9,9
03,5755,062,Math,Did Not Yet Meet,1,1,1
03,5755,062,Math,Partially Met,3,3,3
03,5755,062,Math,Approached,8,11,4
03,5755,062,Math,Met,16,17,26
03,5755,062,Math,Exceeded,0,3,5
03,5755,065,ELA,Did Not Yet Meet,0,1,1
03,5755,065,ELA,Partially Met,0,1,6
03,5755,065,ELA,Approached,5,8,18
03,5755,065,ELA,Met,20,11,19
03,5755,065,ELA,Exceeded,1,4,5
03,5755,065,Math,Did Not Yet Meet,0,1,0
03,5755,065,Math,Partially Met,4,5,5
03,5755,065,Math,Approached,8,9,14
03,5755,065,Math,Met,21,14,15
03,5755,065,Math,Exceeded,3,1,1
03,5755,070,ELA,Did Not Yet Meet,2,1,0
03,5755,070,ELA,Partially Met,3,2,3
03,5755,070,ELA,Approached,12,13,12
03,5755,070,ELA,Met,17,16,14
03,5755,070,ELA,Exceeded,1,2,3
03,5755,070,Math,Did Not Yet Meet,0,1,1
03,5755,070,Math,Partially Met,5,4,5
03,5755,070,Math,Approached,11,8,15
03,5755,070,Math,Met,17,19,11
03,5755,070,Math,Exceeded,2,1,1
03,5755,080,ELA,Did Not Yet Meet,0,0,1
03,5755,080,ELA,Partially Met,1,2,2
03,5755,080,ELA,Approached,7,2,8
03,5755,080,ELA,Met,16,19,22
03,5755,080,ELA,Exceeded,9,6,6
03,5755,080,Math,Did Not Yet Meet,0,0,1
03,5755,080,Math,Partially Met,3,1,3
03,5755,080,Math,Approached,7,7,14
03,5755,080,Math,Met,27,16,17
03,5755,080,Math,Exceeded,0,4,1
03,5830,300,ELA,Did Not Yet Meet,0,0,1
03,5830,300,ELA,Partially Met,1,5,5
03,5830,300,ELA,Approached,8,7,12
03,5830,300,ELA,Met,12,21,20
03,5830,300,ELA,Exceeded,1,5,3
03,5830,300,Math,Did Not Yet Meet,0,0,1
03,5830,300,Math,Partially Met,7,5,7
03,5830,300,Math,Approached,13,8,15
03,5830,300,Math,Met,5,8,24
03,5830,300,Math,Exceeded,1,2,3
03,5880,030,ELA,Partially Met,0,1,2
03,5880,030,ELA,Approached,2,4,13
03,5880,030,ELA,Met,5,16,31
03,5880,030,ELA,Exceeded,7,5,14
03,5880,030,Math,Did Not Yet Meet,1,0,0
03,5880,030,Math,Partially Met,1,3,2
03,5880,030,Math,Approached,3,7,9
03,5880,030,Math,Met,15,19,19
03,5880,030,Math,Exceeded,1,7,12
03,5880,050,ELA,Partially Met,1,1,1
03,5880,050,ELA,Approached,1,4,9
03,5880,050,ELA,Met,9,8,22
03,5880,050,ELA,Exceeded,5,18,20
03,5880,050,Math,Partially Met,1,2,3
03,5880,050,Math,Approached,2,7,7
03,5880,050,Math,Met,10,21,32
03,5880,050,Math,Exceeded,6,3,5
03,5920,010,ELA,Did Not Yet Meet,1,0,1
03,5920,010,ELA,Partially Met,0,0,6
03,5920,010,ELA,Approached,2,5,16
03,5920,010,ELA,Met,13,9,27
03,5920,010,ELA,Exceeded,8,4,7
03,5920,010,Math,Did Not Yet Meet,0,1,0
03,5920,010,Math,Partially Met,2,1,3
03,5920,010,Math,Approached,7,2,11
03,5920,010,Math,Met,9,24,23
03,5920,010,Math,Exceeded,4,6,5
03,5920,020,ELA,Did Not Yet Meet,1,0,2
03,5920,020,ELA,Partially Met,1,2,2
03,5920,020,ELA,Approached,2,1,7
03,5920,020,ELA,Met,13,13,38
03,5920,020,ELA,Exceeded,2,7,12
03,5920,020,Math,Did Not Yet Meet,0,0,1
03,5920,020,Math,Partially Met,0,1,1
03,5920,020,Math,Approached,3,5,12
03,5920,020,Math,Met,19,14,27
03,5920,020,Math,Exceeded,7,9,3
03,5920,025,ELA,Did Not Yet Meet,1,0,1
03,5920,025,ELA,Partially Met,1,2,3
03,5920,025,ELA,Approached,8,7,8
03,5920,025,ELA,Met,14,13,19
03,5920,025,ELA,Exceeded,6,8,9
03,5920,025,Math,Did Not Yet Meet,0,0,0
03,5920,025,Math,Partially Met,5,4,7
03,5920,025,Math,Approached,6,10,19
03,5920,025,Math,Met,11,11,22
03,5920,025,Math,Exceeded,0,1,1
03,5920,030,ELA,Did Not Yet Meet,0,0,2
03,5920,030,ELA,Partially Met,1,3,5
03,5920,030,ELA,Approached,5,7,6
03,5920,030,ELA,Met,13,14,31
03,5920,030,ELA,Exceeded,4,4,6
03,5920,030,Math,Partially Met,2,4,3
03,5920,030,Math,Approached,4,10,8
03,5920,030,Math,Met,20,18,25
03,5920,030,Math,Exceeded,3,1,2
03,5920,050,ELA,Did Not Yet Meet,3,2,1
03,5920,050,ELA,Partially Met,1,2,7
03,5920,050,ELA,Approached,4,7,13
03,5920,050,ELA,Met,7,21,27
03,5920,050,ELA,Exceeded,0,1,4
03,5920,050,Math,Did Not Yet Meet,3,3,1
03,5920,050,Math,Partially Met,2,0,1
03,5920,050,Math,Approached,3,10,8
03,5920,050,Math,Met,9,21,23
03,5920,050,Math,Exceeded,2,8,7
05,0200,050,ELA,Did Not Yet Meet,5,3,3
05,0200,050,ELA,Partially Met,5,11,8
05,0200,050,ELA,Approached,11,11,5
05,0200,050,ELA,Met,24,11,5
05,0200,050,Math,Did Not Yet Meet,3,3,5
05,0200,050,Math,Partially Met,5,3,8
05,0200,050,Math,Approached,13,13,5
05,0200,050,Math,Met,21,13,3
05,0200,050,Math,Exceeded,3,3,0
05,0380,025,ELA,Did Not Yet Meet,4,4,13
05,0380,025,ELA,Partially Met,4,4,10
05,0380,025,ELA,Approached,5,6,22
05,0380,025,ELA,Met,5,4,18
05,0380,025,ELA,Exceeded,1,0,2
05,0380,025,Math,Did Not Yet Meet,5,8,7
05,0380,025,Math,Partially Met,15,8,21
05,0380,025,Math,Approached,6,7,11
05,0380,025,Math,Met,7,0,3
05,0475,055,ELA,Did Not Yet Meet,2,3,2
05,0475,055,ELA,Partially Met,8,6,5
05,0475,055,ELA,Approached,13,10,5
05,0475,055,ELA,Met,20,12,5
05,0475,055,ELA,Exceeded,9,2,0
05,0475,055,Math,Did Not Yet Meet,0,0,1
05,0475,055,Math,Partially Met,2,6,5
05,0475,055,Math,Approached,11,8,16
05,0475,055,Math,Met,10,12,25
05,0475,055,Math,Exceeded,1,2,1
05,0475,090,ELA,Did Not Yet Meet,1,1,1
05,0475,090,ELA,Partially Met,4,4,8
05,0475,090,ELA,Approached,8,13,12
05,0475,090,ELA,Met,11,15,12
05,0475,090,ELA,Exceeded,3,4,4
05,0475,090,Math,Did Not Yet Meet,2,2,3
05,0475,090,Math,Partially Met,2,5,16
05,0475,090,Math,Approached,3,6,27
05,0475,090,Math,Met,3,9,20
05,0475,090,Math,Exceeded,1,1,0
05,0600,020,ELA,Did Not Yet Meet,7,11,10
05,0600,020,ELA,Partially Met,2,7,10
05,0600,020,ELA,Approached,14,15,1
05,0600,020,ELA,Met,11,7,1
05,0600,020,ELA,Exceeded,0,2,0
05,0600,085,ELA,Did Not Yet Meet,5,8,6
05,0600,085,ELA,Partially Met,8,6,9
05,0600,085,ELA,Approached,9,6,11
05,0600,085,ELA,Met,8,11,12
05,0600,085,ELA,Exceeded,0,0,2
