COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
23,3845,163,ELA,Did Not Yet Meet,0,0,3
23,3845,163,ELA,Partially Met,2,5,6
23,3845,163,ELA,Approached,9,9,15
23,3845,163,ELA,Met,6,12,30
23,3845,163,ELA,Exceeded,0,0,3
23,3845,163,Math,Partially Met,8,6,12
23,3845,163,Math,Approached,9,14,18
23,3845,163,Math,Met,12,11,8
23,3845,163,Math,Exceeded,2,0,2
23,3845,165,ELA,Did Not Yet Meet,0,0,1
23,3845,165,ELA,Partially Met,0,3,3
23,3845,165,ELA,Approached,4,1,8
23,3845,165,ELA,Met,3,19,35
23,3845,165,ELA,Exceeded,2,6,16
23,3845,165,Math,Partially Met,1,0,3
23,3845,165,Math,Approached,4,9,18
23,3845,165,Math,Met,9,12,36
23,3845,165,Math,Exceeded,1,4,4
23,3845,170,ELA,Did Not Yet Meet,0,1,0
23,3845,170,ELA,Partially Met,3,4,2
23,3845,170,ELA,Approached,6,11,11
23,3845,170,ELA,Met,13,18,25
23,3845,170,ELA,Exceeded,1,1,5
23,3845,170,Math,Did Not Yet Meet,0,0,3
23,3845,170,Math,Partially Met,4,2,5
23,3845,170,Math,Approached,6,12,16
23,3845,170,Math,Met,11,17,15
23,3845,170,Math,Exceeded,4,5,3
23,4090,065,ELA,Did Not Yet Meet,3,7,9
23,4090,065,ELA,Partially Met,5,7,9
23,4090,065,ELA,Approached,10,8,9
23,4090,065,ELA,Met,11,7,14
23,4090,065,ELA,Exceeded,0,1,1
23,4090,065,Math,Did Not Yet Meet,3,4,2
23,4090,065,Math,Partially Met,15,5,8
23,4090,065,Math,Approached,14,10,8
23,4090,065,Math,Met,8,12,8
23,4090,065,Math,Exceeded,2,1,1
23,4090,070,ELA,Did Not Yet Meet,5,5,7
23,4090,070,ELA,Partially Met,10,5,9
23,4090,070,ELA,Approached,14,12,13
23,4090,070,ELA,Met,11,6,6
23,4090,070,Math,Did Not Yet Meet,6,4,3
23,4090,070,Math,Partially Met,8,11,12
23,4090,070,Math,Approached,13,8,13
23,4090,070,Math,Met,4,10,11
23,4090,130,ELA,Did Not Yet Meet,5,4,8
23,4090,130,ELA,Partially Met,14,8,9
23,4090,130,ELA,Approached,12,5,12
23,4090,130,ELA,Met,12,8,1
23,4090,130,ELA,Exceeded,1,0,0
23,4090,130,Math,Did Not Yet Meet,3,5,7
23,4090,130,Math,Partially Met,9,7,9
23,4090,130,Math,Approached,16,10,12
23,4090,130,Math,Met,8,6,8
23,4090,130,Math,Exceeded,0,1,0
23,4090,140,ELA,Did Not Yet Meet,4,5,5
23,4090,140,ELA,Partially Met,8,8,11
23,4090,140,ELA,Approached,11,9,13
23,4090,140,ELA,Met,8,8,7
23,4090,140,ELA,Exceeded,1,1,1
23,4090,140,Math,Did Not Yet Meet,6,5,5
23,4090,140,Math,Partially Met,17,12,9
23,4090,140,Math,Approached,20,7,5
23,4090,140,Math,Met,8,4,2
23,4090,140,Math,Exceeded,0,0,0
23,4090,145,ELA,Did Not Yet Meet,4,12,7
23,4090,145,ELA,Partially Met,6,9,7
23,4090,145,ELA,Approached,8,10,5
23,4090,145,ELA,Met,14,4,14
23,4090,145,Math,Did Not Yet Meet,4,2,6
23,4090,145,Math,Partially Met,12,9,7
23,4090,145,Math,Approached,7,14,9
23,4090,145,Math,Met,10,12,7
23,4090,145,Math,Exceeded,1,1,1
23,4090,150,ELA,Did Not Yet Meet,4,5,6
23,4090,150,ELA,Partially Met,6,8,9
23,4090,150,ELA,Approached,6,9,13
23,4090,150,ELA,Met,7,10,13
23,4090,150,ELA,Exceeded,2,1,2
23,4090,150,Math,Did Not Yet Meet,5,3,4
23,4090,150,Math,Partially Met,15,11,14
23,4090,150,Math,Approached,12,8,7
23,4090,150,Math,Met,11,5,5
23,4090,150,Math,Exceeded,1,1,0
23,4090,200,ELA,Did Not Yet Meet,7,4,5
23,4090,200,ELA,Partially Met,8,6,8
23,4090,200,ELA,Approached,9,7,8
23,4090,200,ELA,Met,13,13,10
23,4090,200,Math,Did Not Yet Meet,2,3,4
23,4090,200,Math,Partially Met,8,9,15
23,4090,200,Math,Approached,8,11,10
23,4090,200,Math,Met,6,11,12
23,4090,200,Math,Exceeded,0,0,2
23,4130,053,ELA,Did Not Yet Meet,1,3,2
23,4130,053,ELA,Partially Met,3,2,2
23,4130,053,ELA,Approached,13,12,4
23,4130,053,ELA,Met,23,12,7
23,4130,053,ELA,Exceeded,9,4,3
23,4130,053,Math,Did Not Yet Meet,0,2,1
23,4130,053,Math,Partially Met,4,2,3
23,4130,053,Math,Approached,4,11,14
23,4130,053,Math,Met,13,19,21
23,4130,053,Math,Exceeded,1,4,3
23,4130,055,ELA,Did Not Yet Meet,2,2,2
23,4130,055,ELA,Partially Met,4,3,4
23,4130,055,ELA,Approached,9,8,7
23,4130,055,ELA,Met,22,14,11
23,4130,055,ELA,Exceeded,3,5,4
23,4130,055,Math,Did Not Yet Meet,2,1,1
23,4130,055,Math,Partially Met,6,7,8
23,4130,055,Math,Approached,7,13,13
23,4130,055,Math,Met,9,13,15
23,4130,055,Math,Exceeded,2,1,1
23,4130,057,ELA,Did Not Yet Meet,1,2,3
23,4130,057,ELA,Partially Met,3,5,5
23,4130,057,ELA,Approached,10,10,5
23,4130,057,ELA,Met,12,14,17
23,4130,057,ELA,Exceeded,4,6,4
23,4130,057,Math,Did Not Yet Meet,2,2,4
23,4130,057,Math,Partially Met,4,5,12
23,4130,057,Math,Approached,4,8,16
23,4130,057,Math,Met,7,12,18
23,4130,057,Math,Exceeded,1,2,3
23,4130,060,ELA,Did Not Yet Meet,1,2,4
23,4130,060,ELA,Partially Met,3,4,7
23,4130,060,ELA,Approached,8,13,8
23,4130,060,ELA,Met,11,15,17
23,4130,060,ELA,Exceeded,3,2,2
23,4130,060,Math,Did Not Yet Meet,2,2,3
23,4130,060,Math,Partially Met,3,4,7
23,4130,060,Math,Approached,6,12,14
23,4130,060,Math,Met,7,15,21
23,4130,060,Math,Exceeded,1,1,1
23,4130,105,ELA,Did Not Yet Meet,1,0,1
23,4130,105,ELA,Partially Met,3,3,4
23,4130,105,ELA,Approached,8,8,5
23,4130,105,ELA,Met,21,15,13
23,4130,105,ELA,Exceeded,7,7,4
23,4130,105,Math,Did Not Yet Meet,3,1,0
23,4130,105,Math,Partially Met,3,3,6
23,4130,105,Math,Approached,8,10,9
23,4130,105,Math,Met,14,10,23
23,4130,105,Math,Exceeded,1,4,5
23,4660,055,ELA,Did Not Yet Meet,2,2,2
23,4660,055,ELA,Partially Met,4,5,5
23,4660,055,ELA,Approached,12,8,6
23,4660,055,ELA,Met,16,14,10
23,4660,055,ELA,Exceeded,5,4,3
23,4660,055,Math,Did Not Yet Meet,3,2,2
23,4660,055,Math,Partially Met,8,8,6
23,4660,055,Math,Approached,7,11,14
23,4660,055,Math,Met,6,11,16
23,4660,055,Math,Exceeded,1,3,2
23,4660,085,ELA,Did Not Yet Meet,2,1,1
23,4660,085,ELA,Partially Met,3,2,4
23,4660,085,ELA,Approached,9,8,7
23,4660,085,ELA,Met,15,14,18
23,4660,085,ELA,Exceeded,6,4,7
23,4660,085,Math,Did Not Yet Meet,2,1,1
23,4660,085,Math,Partially Met,3,5,6
23,4660,085,Math,Approached,6,10,16
23,4660,085,Math,Met,8,10,25
23,4660,085,Math,Exceeded,3,2,2
23,4830,030,ELA,Did Not Yet Meet,5,1,2
23,4830,030,ELA,Partially Met,13,0,2
23,4830,030,ELA,Approached,29,4,2
23,4830,030,ELA,Met,29,5,1
23,4830,030,ELA,Exceeded,3,1,0
23,4830,030,Math,Did Not Yet Meet,4,4,2
23,4830,030,Math,Partially Met,6,13,9
23,4830,030,Math,Approached,21,4,4
23,4830,030,Math,Met,17,11,4
23,4830,060,ELA,Did Not Yet Meet,2,3,2
23,4830,060,ELA,Partially Met,3,5,1
23,4830,060,ELA,Approached,8,10,10
23,4830,060,ELA,Met,27,15,10
23,4830,060,ELA,Exceeded,2,2,0
23,4830,060,Math,Did Not Yet Meet,2,2,3
23,4830,060,Math,Partially Met,4,5,3
23,4830,060,Math,Approached,8,13,15
23,4830,060,Math,Met,23,15,8
23,4830,060,Math,Exceeded,0,1,0
23,4860,055,ELA,Did Not Yet Meet,0,1,1
23,4860,055,ELA,Partially Met,3,5,3
23,4860,055,ELA,Approached,7,7,9
23,4860,055,ELA,Met,13,11,26
23,4860,055,ELA,Exceeded,2,2,9
23,4860,055,Math,Did Not Yet Meet,0,1,1
23,4860,055,Math,Partially Met,3,4,5
23,4860,055,Math,Approached,9,9,7
23,4860,055,Math,Met,11,18,12
23,4860,055,Math,Exceeded,7,7,5
23,4860,060,ELA,Did Not Yet Meet,0,0,1
23,4860,060,ELA,Partially Met,3,3,3
23,4860,060,ELA,Approached,4,5,9
23,4860,060,ELA,Met,13,11,19
23,4860,060,ELA,Exceeded,7,11,10
23,4860,060,Math,Did Not Yet Meet,0,1,1
23,4860,060,Math,Partially Met,2,4,1
23,4860,060,Math,Approached,7,7,5
23,4860,060,Math,Met,16,23,17
23,4860,060,Math,Exceeded,7,6,4
23,4860,070,ELA,Did Not Yet Meet,2,2,3
23,4860,070,ELA,Partially Met,5,2,5
23,4860,070,ELA,Approached,5,2,14
23,4860,070,ELA,Met,13,5,20
23,4860,070,ELA,Exceeded,5,6,8
23,4860,070,Math,Did Not Yet Meet,0,2,1
23,4860,070,Math,Partially Met,4,4,5
23,4860,070,Math,Approached,7,5,10
23,4860,070,Math,Met,19,15,15
23,4860,070,Math,Exceeded,0,9,6
23,4860,075,ELA,Did Not Yet Meet,2,1,0
23,4860,075,ELA,Partially Met,3,2,2
23,4860,075,ELA,Approached,8,5,4
23,4860,075,ELA,Met,15,14,14
23,4860,075,ELA,Exceeded,11,11,8
23,4860,075,Math,Did Not Yet Meet,1,0,2
23,4860,075,Math,Partially Met,5,5,3
23,4860,075,Math,Approached,10,8,10
23,4860,075,Math,Met,13,18,15
23,4860,075,Math,Exceeded,4,3,3
23,4860,085,ELA,Did Not Yet Meet,1,1,1
23,4860,085,ELA,Partially Met,2,2,5
23,4860,085,ELA,Approached,3,4,8
23,4860,085,ELA,Met,12,18,30
23,4860,085,ELA,Exceeded,4,6,5
23,4860,085,Math,Did Not Yet Meet,0,1,0
23,4860,085,Math,Partially Met,3,2,3
23,4860,085,Math,Approached,3,8,9
23,4860,085,Math,Met,12,20,19
23,4860,085,Math,Exceeded,5,7,7
23,4860,095,ELA,Did Not Yet Meet,1,3,7
23,4860,095,ELA,Partially Met,4,5,4
23,4860,095,ELA,Approached,6,4,10
23,4860,095,ELA,Met,9,17,20
23,4860,095,ELA,Exceeded,5,3,3
23,4860,095,Math,Did Not Yet Meet,1,2,2
23,4860,095,Math,Partially Met,4,6,4
23,4860,095,Math,Approached,5,13,5
23,4860,095,Math,Met,6,13,19
23,4860,095,Math,Exceeded,10,4,5
23,4860,100,ELA,Did Not Yet Meet,0,1,1
23,4860,100,ELA,Partially Met,4,2,3
23,4860,100,ELA,Approached,8,7,10
23,4860,100,ELA,Met,15,16,17
23,4860,100,ELA,Exceeded,7,4,5
23,4860,100,Math,Did Not Yet Meet,0,1,0
23,4860,100,Math,Partially Met,4,2,3
23,4860,100,Math,Approached,7,6,7
23,4860,100,Math,Met,20,18,14
23,4860,100,Math,Exceeded,6,7,6
23,4860,110,ELA,Did Not Yet Meet,1,1,0
23,4860,110,ELA,Partially Met,1,2,1
23,4860,110,ELA,Approached,2,2,7
23,4860,110,ELA,Met,14,18,25
23,4860,110,ELA,Exceeded,6,11,10
23,4860,110,Math,Partially Met,0,2,2
23,4860,110,Math,Approached,1,4,5
23,4860,110,Math,Met,18,15,21
23,4860,110,Math,Exceeded,7,9,18
23,4860,150,ELA,Did Not Yet Meet,1,1,1
23,4860,150,ELA,Partially Met,3,2,2
23,4860,150,ELA,Approached,6,4,7
23,4860,150,ELA,Met,12,14,18
23,4860,150,ELA,Exceeded,8,10,13
23,4860,150,Math,Did Not Yet Meet,1,1,0
23,4860,150,Math,Partially Met,4,5,4
23,4860,150,Math,Approached,4,7,11
23,4860,150,Math,Met,10,16,21
23,4860,150,Math,Exceeded,6,6,4
23,4910,053,ELA,Did Not Yet Meet,2,2,3
23,4910,053,ELA,Partially Met,2,4,4
23,4910,053,ELA,Approached,6,8,13
23,4910,053,ELA,Met,10,14,18
23,4910,053,ELA,Exceeded,7,5,4
23,4910,055,ELA,Did Not Yet Meet,0,0,7
23,4910,055,ELA,Partially Met,2,0,2
23,4910,055,ELA,Approached,9,7,7
23,4910,055,ELA,Met,2,36,24
23,4910,055,ELA,Exceeded,0,4,0
23,4910,055,Math,Did Not Yet Meet,0,0,2
23,4910,055,Math,Partially Met,2,2,12
23,4910,055,Math,Approached,2,12,9
23,4910,055,Math,Met,7,9,35
23,4910,055,Math,Exceeded,0,0,7
23,4910,058,ELA,Did Not Yet Meet,2,3,3
23,4910,058,ELA,Partially Met,2,3,6
23,4910,058,ELA,Approached,11,12,8
23,4910,058,ELA,Met,17,18,14
23,4910,058,ELA,Exceeded,0,0,2
23,4910,058,Math,Partially Met,0,3,8
23,4910,058,Math,Approached,3,8,40
23,4910,058,Math,Met,3,8,28
23,4910,060,ELA,Did Not Yet Meet,3,0,0
23,4910,060,ELA,Partially Met,3,3,0
23,4910,060,ELA,Approached,16,5,3
23,4910,060,ELA,Met,46,16,0
23,4910,060,ELA,Exceeded,5,0,0
23,4910,060,Math,Partially Met,0,3,3
23,4910,060,Math,Approached,11,16,5
23,4910,060,Math,Met,22,24,11
23,4910,060,Math,Exceeded,3,3,0
23,4910,070,ELA,Did Not Yet Meet,2,2,1
23,4910,070,ELA,Partially Met,7,5,4
23,4910,070,ELA,Approached,12,13,13
23,4910,070,ELA,Met,7,11,22
23,4910,070,ELA,Exceeded,0,0,1
23,4910,070,Math,Did Not Yet Meet,0,1,0
23,4910,070,Math,Partially Met,10,7,5
23,4910,070,Math,Approached,16,13,5
23,4910,070,Math,Met,17,11,7
23,4910,070,Math,Exceeded,1,3,3
23,4910,080,ELA,Did Not Yet Meet,1,0,3
23,4910,080,ELA,Partially Met,9,7,6
23,4910,080,ELA,Approached,1,10,12
23,4910,080,ELA,Met,16,15,15
23,4910,080,ELA,Exceeded,1,0,1
23,4910,080,Math,Did Not Yet Meet,0,0,5
23,4910,080,Math,Partially Met,3,6,12
23,4910,080,Math,Approached,3,14,20
23,4910,080,Math,Met,11,8,18
23,4910,080,Math,Exceeded,0,2,0
23,4920,055,ELA,Did Not Yet Meet,3,3,2
23,4920,055,ELA,Partially Met,7,7,2
23,4920,055,ELA,Approached,13,13,8
23,4920,055,ELA,Met,13,13,7
23,4920,055,ELA,Exceeded,4,4,2
23,4920,055,Math,Did Not Yet Meet,3,3,1
23,4920,055,Math,Partially Met,9,12,13
23,4920,055,Math,Approached,3,10,14
23,4920,055,Math,Met,16,8,6
23,4920,055,Math,Exceeded,1,1,1
23,4920,065,ELA,Did Not Yet Meet,4,3,4
23,4920,065,ELA,Partially Met,3,5,8
23,4920,065,ELA,Approached,10,8,13
23,4920,065,ELA,Met,14,13,9
23,4920,065,ELA,Exceeded,2,0,2
23,4920,065,Math,Did Not Yet Meet,1,2,2
23,4920,065,Math,Partially Met,6,7,11
23,4920,065,Math,Approached,12,13,12
23,4920,065,Math,Met,10,14,7
23,4920,065,Math,Exceeded,1,1,2
23,4970,050,ELA,Did Not Yet Meet,1,1,2
23,4970,050,ELA,Partially Met,6,4,1
23,4970,050,ELA,Approached,14,6,4
23,4970,050,ELA,Met,20,16,12
23,4970,050,ELA,Exceeded,5,2,2
23,4970,050,Math,Did Not Yet Meet,1,0,0
23,4970,050,Math,Partially Met,6,3,2
23,4970,050,Math,Approached,10,8,7
23,4970,050,Math,Met,21,18,14
23,4970,050,Math,Exceeded,2,2,3
23,4970,090,ELA,Did Not Yet Meet,2,1,2
23,4970,090,ELA,Partially Met,15,6,3
23,4970,090,ELA,Approached,18,13,5
23,4970,090,ELA,Met,14,12,5
23,4970,090,ELA,Exceeded,3,1,1
23,4970,090,Math,Partially Met,6,5,5
23,4970,090,Math,Approached,18,11,6
23,4970,090,Math,Met,24,11,12
23,4970,090,Math,Exceeded,0,2,1
23,5850,045,ELA,Did Not Yet Meet,9,3,1
23,5850,045,ELA,Partially Met,11,3,4
23,5850,045,ELA,Approached,15,7,4
23,5850,045,ELA,Met,16,10,7
23,5850,045,ELA,Exceeded,6,2,1
23,5850,045,Math,Did Not Yet Meet,5,3,1
23,5850,045,Math,Partially Met,15,7,5
23,5850,045,Math,Approached,23,6,5
23,5850,045,Math,Met,12,11,4
23,5850,045,Math,Exceeded,0,3,1
23,5850,060,ELA,Did Not Yet Meet,2,5,1
23,5850,060,ELA,Partially Met,7,3,3
23,5850,060,ELA,Approached,17,9,6
23,5850,060,ELA,Met,22,11,5
23,5850,060,ELA,Exceeded,5,2,1
23,5850,060,Math,Did Not Yet Meet,1,1,0
23,5850,060,Math,Partially Met,6,6,3
23,5850,060,Math,Approached,13,11,8
23,5850,060,Math,Met,20,13,9
23,5850,060,Math,Exceeded,4,3,2
23,5850,070,ELA,Did Not Yet Meet,6,2,1
23,5850,070,ELA,Partially Met,10,7,1
23,5850,070,ELA,Approached,20,8,4
23,5850,070,ELA,Met,17,10,7
23,5850,070,ELA,Exceeded,4,2,2
23,5850,070,Math,Did Not Yet Meet,1,3,1
23,5850,070,Math,Partially Met,10,9,5
23,5850,070,Math,Approached,20,11,5
23,5850,070,Math,Met,20,12,1
23,5850,070,Math,Exceeded,2,1,1
23,5850,080,ELA,Did Not Yet Meet,2,2,2
23,5850,080,ELA,Partially Met,6,2,1
23,5850,080,ELA,Approached,9,9,10
23,5850,080,ELA,Met,14,12,15
23,5850,080,ELA,Exceeded,3,7,6
23,5850,080,Math,Did Not Yet Meet,1,2,2
23,5850,080,Math,Partially Met,4,1,5
23,5850,080,Math,Approached,8,7,9
23,5850,080,Math,Met,14,9,20
23,5850,080,Math,Exceeded,1,3,15
23,5850,090,ELA,Did Not Yet Meet,4,3,1
23,5850,090,ELA,Partially Met,11,7,2
23,5850,090,ELA,Approached,12,8,8
23,5850,090,ELA,Met,20,11,6
23,5850,090,ELA,Exceeded,5,2,1
23,5850,090,Math,Did Not Yet Meet,2,2,2
23,5850,090,Math,Partially Met,14,7,3
23,5850,090,Math,Approached,13,9,8
23,5850,090,Math,Met,15,11,8
23,5850,090,Math,Exceeded,2,3,2
23,5850,100,ELA,Did Not Yet Meet,7,5,2
23,5850,100,ELA,Partially Met,6,2,6
23,5850,100,ELA,Approached,18,11,4
23,5850,100,ELA,Met,16,12,7
23,5850,100,ELA,Exceeded,2,0,2
23,5850,100,Math,Did Not Yet Meet,1,2,2
23,5850,100,Math,Partially Met,9,5,5
23,5850,100,Math,Approached,13,16,6
23,5850,100,Math,Met,12,13,13
23,5850,100,Math,Exceeded,2,2,1
23,5850,110,ELA,Did Not Yet Meet,0,3,1
23,5850,110,ELA,Partially Met,2,3,5
23,5850,110,ELA,Approached,13,8,5
23,5850,110,ELA,Met,24,12,14
23,5850,110,ELA,Exceeded,8,0,1
23,5850,110,Math,Did Not Yet Meet,0,1,1
23,5850,110,Math,Partially Met,0,6,10
23,5850,110,Math,Approached,6,9,17
23,5850,110,Math,Met,13,9,17
23,5850,110,Math,Exceeded,3,0,6
23,5850,120,ELA,Did Not Yet Meet,3,2,2
23,5850,120,ELA,Partially Met,8,12,5
23,5850,120,ELA,Approached,17,10,5
23,5850,120,ELA,Met,17,12,2
23,5850,120,ELA,Exceeded,2,1,0
23,5850,120,Math,Did Not Yet Meet,0,1,1
23,5850,120,Math,Partially Met,5,5,15
23,5850,120,Math,Approached,1,10,22
23,5850,120,Math,Met,5,12,20
23,5850,120,Math,Exceeded,2,0,1
23,5850,140,ELA,Did Not Yet Meet,3,3,3
23,5850,140,ELA,Partially Met,1,8,1
23,5850,140,ELA,Approached,17,10,3
23,5850,140,ELA,Met,20,13,14
23,5850,140,ELA,Exceeded,1,1,1
23,5850,140,Math,Did Not Yet Meet,0,0,3
23,5850,140,Math,Partially Met,3,7,8
23,5850,140,Math,Approached,7,13,17
23,5850,140,Math,Met,11,14,13
23,5850,140,Math,Exceeded,0,1,3
23,5850,150,ELA,Did Not Yet Meet,9,0,7
23,5850,150,ELA,Partially Met,8,8,7
23,5850,150,ELA,Approached,13,7,12
23,5850,150,ELA,Met,17,5,8
23,5850,150,Math,Did Not Yet Meet,1,1,7
23,5850,150,Math,Partially Met,11,5,12
23,5850,150,Math,Approached,0,7,22
23,5850,150,Math,Met,3,13,17
23,5850,150,Math,Exceeded,1,0,0
23,5850,160,ELA,Did Not Yet Meet,1,1,5
23,5850,160,ELA,Partially Met,5,5,7
23,5850,160,ELA,Approached,5,7,4
23,5850,160,ELA,Met,17,14,15
23,5850,160,ELA,Exceeded,7,5,3
23,5850,160,Math,Did Not Yet Meet,0,1,2
23,5850,160,Math,Partially Met,7,2,6
23,5850,160,Math,Approached,7,7,12
23,5850,160,Math,Met,11,16,21
23,5850,160,Math,Exceeded,1,2,6
23,5850,180,ELA,Did Not Yet Meet,0,1,1
23,5850,180,ELA,Partially Met,5,1,4
23,5850,180,ELA,Approached,10,4,7
23,5850,180,ELA,Met,18,12,15
23,5850,180,ELA,Exceeded,7,9,8
23,5850,180,Math,Did Not Yet Meet,0,0,1
23,5850,180,Math,Partially Met,2,3,12
23,5850,180,Math,Approached,4,7,8
23,5850,180,Math,Met,7,11,23
23,5850,180,Math,Exceeded,5,6,12
23,5850,200,ELA,Did Not Yet Meet,3,3,0
23,5850,200,ELA,Partially Met,3,7,4
23,5850,200,ELA,Approached,13,10,8
23,5850,200,ELA,Met,21,12,8
23,5850,200,ELA,Exceeded,8,2,0
23,5850,200,Math,Did Not Yet Meet,2,2,0
23,5850,200,Math,Partially Met,8,3,7
23,5850,200,Math,Approached,9,11,6
23,5850,200,Math,Met,11,11,19
23,5850,200,Math,Exceeded,2,4,4
23,5850,210,ELA,Did Not Yet Meet,4,1,0
23,5850,210,ELA,Partially Met,5,4,2
23,5850,210,ELA,Approached,20,10,2
23,5850,210,ELA,Met,24,20,5
23,5850,210,ELA,Exceeded,2,0,1
23,5850,210,Math,Did Not Yet Meet,0,4,2
23,5850,210,Math,Partially Met,4,5,4
23,5850,210,Math,Approached,9,13,5
23,5850,210,Math,Met,16,12,15
23,5850,210,Math,Exceeded,5,6,1
23,5850,220,ELA,Did Not Yet Meet,0,1,0
23,5850,220,ELA,Partially Met,1,7,2
23,5850,220,ELA,Approached,11,5,4
23,5850,220,ELA,Met,22,22,13
23,5850,220,ELA,Exceeded,3,3,5
23,5850,220,Math,Did Not Yet Meet,2,4,1
23,5850,220,Math,Partially Met,3,7,8
23,5850,220,Math,Approached,2,5,17
23,5850,220,Math,Met,10,14,22
23,5850,220,Math,Exceeded,1,2,0
23,5850,230,ELA,Did Not Yet Meet,4,1,4
23,5850,230,ELA,Partially Met,3,4,5
23,5850,230,ELA,Approached,16,8,4
23,5850,230,ELA,Met,20,13,9
23,5850,230,ELA,Exceeded,5,2,1
23,5850,230,Math,Did Not Yet Meet,1,0,0
23,5850,230,Math,Partially Met,7,6,2
23,5850,230,Math,Approached,10,16,4
23,5850,230,Math,Met,16,15,11
23,5850,230,Math,Exceeded,2,6,3
23,5850,240,ELA,Did Not Yet Meet,0,0,1
23,5850,240,ELA,Partially Met,9,3,6
23,5850,240,ELA,Approached,12,7,9
23,5850,240,ELA,Met,19,16,12
23,5850,240,ELA,Exceeded,3,3,1
23,5850,240,Math,Did Not Yet Meet,0,1,0
23,5850,240,Math,Partially Met,3,6,6
23,5850,240,Math,Approached,9,12,13
23,5850,240,Math,Met,14,16,16
23,5850,240,Math,Exceeded,3,0,1
23,5850,260,ELA,Did Not Yet Meet,3,0,2
23,5850,260,ELA,Partially Met,6,8,3
23,5850,260,ELA,Approached,6,9,5
23,5850,260,ELA,Met,25,12,11
23,5850,260,ELA,Exceeded,3,5,3
23,5850,260,Math,Did Not Yet Meet,0,2,0
23,5850,260,Math,Partially Met,3,6,9
23,5850,260,Math,Approached,6,3,6
23,5850,260,Math,Met,20,22,11
23,5850,260,Math,Exceeded,5,6,2
23,5850,275,ELA,Did Not Yet Meet,3,3,3
23,5850,275,ELA,Partially Met,7,9,6
23,5850,275,ELA,Approached,12,11,6
23,5850,275,ELA,Met,15,14,8
23,5850,275,ELA,Exceeded,1,2,0
23,5850,275,Math,Did Not Yet Meet,1,1,3
23,5850,275,Math,Partially Met,10,11,4
23,5850,275,Math,Approached,13,20,7
23,5850,275,Math,Met,8,7,10
23,5850,275,Math,Exceeded,1,3,1
23,5850,280,ELA,Did Not Yet Meet,5,2,5
23,5850,280,ELA,Partially Met,9,7,4
23,5850,280,ELA,Approached,13,9,2
23,5850,280,ELA,Met,25,5,5
23,5850,280,ELA,Exceeded,4,3,0
23,5850,280,Math,Did Not Yet Meet,8,3,3
23,5850,280,Math,Partially Met,8,5,4
23,5850,280,Math,Approached,9,8,7
23,5850,280,Math,Met,18,13,7
23,5850,280,Math,Exceeded,0,1,4
23,5850,320,ELA,Did Not Yet Meet,3,5,6
23,5850,320,ELA,Partially Met,5,2,9
23,5850,320,ELA,Approached,5,11,8
23,5850,320,ELA,Met,11,16,16
23,5850,320,ELA,Exceeded,1,2,0
23,5850,320,Math,Did Not Yet Meet,0,3,2
23,5850,320,Math,Partially Met,4,3,9
23,5850,320,Math,Approached,8,8,12
23,5850,320,Math,Met,11,9,19
23,5850,320,Math,Exceeded,4,4,4
25,0100,020,ELA,Did Not Yet Meet,9,13,9
25,0100,020,ELA,Partially Met,14,13,8
25,0100,020,ELA,Approached,16,7,1
25,0100,020,ELA,Met,1,4,4
25,0100,020,Math,Did Not Yet Meet,18,4,2
25,0100,020,Math,Partially Met,33,12,2
25,0100,020,Math,Approached,19,5,0
25,0100,020,Math,Met,5,0,0
25,0100,040,ELA,Did Not Yet Meet,19,10,6
25,0100,040,ELA,Partially Met,14,6,6
25,0100,040,ELA,Approached,20,7,6
25,0100,040,ELA,Met,6,1,0
25,0100,040,Math,Did Not Yet Meet,14,6,4
25,0100,040,Math,Partially Met,22,16,6
25,0100,040,Math,Approached,23,4,1
25,0100,040,Math,Met,1,0,1
25,0100,070,ELA,Did Not Yet Meet,14,15,10
25,0100,070,ELA,Partially Met,14,11,9
25,0100,070,ELA,Approached,8,8,4
25,0100,070,ELA,Met,3,4,2
25,0100,070,Math,Did Not Yet Meet,8,14,11
25,0100,070,Math,Partially Met,7,13,15
25,0100,070,Math,Approached,7,5,8
25,0100,070,Math,Met,4,4,4
25,0100,100,ELA,Did Not Yet Meet,22,16,9
25,0100,100,ELA,Partially Met,12,9,2
25,0100,100,ELA,Approached,17,5,2
25,0100,100,ELA,Met,5,1,0
25,0100,100,Math,Did Not Yet Meet,16,14,6
25,0100,100,Math,Partially Met,25,9,4
25,0100,100,Math,Approached,18,0,0
25,0100,100,Math,Met,7,0,0
25,0100,100,Math,Exceeded,1,0,0
25,0130,020,ELA,Partially Met,0,4,4
25,0130,020,ELA,Approached,4,4,9
25,0130,020,ELA,Met,20,14,28
25,0130,020,ELA,Exceeded,1,5,7
25,0130,020,Math,Did Not Yet Meet,0,0,1
25,0130,020,Math,Partially Met,5,4,4
25,0130,020,Math,Approached,9,7,13
25,0130,020,Math,Met,17,17,19
25,0130,020,Math,Exceeded,0,3,2
25,0180,010,ELA,Partially Met,0,0,1
25,0180,010,ELA,Approached,4,6,14
25,0180,010,ELA,Met,5,6,44
25,0180,010,ELA,Exceeded,5,3,11
25,0180,010,Math,Did Not Yet Meet,0,2,6
25,0180,010,Math,Partially Met,2,3,6
